,Ticker,Last Long Signal,Last Short Signal
1062,DHC,2023-11-29T00:00:00.000,2025-07-01T00:00:00.000
1067,DIST,2025-06-09T00:00:00.000,2025-07-02T00:00:00.000
1071,DJTWW,2024-10-09T00:00:00.000,2025-03-03T00:00:00.000
1075,DLO,2023-08-11T00:00:00.000,2025-02-27T00:00:00.000
1081,DMAC,2024-06-25T00:00:00.000,2025-05-19T00:00:00.000
1084,DMRC,2023-05-08T00:00:00.000,2025-03-25T00:00:00.000
1087,DNTH,2024-01-19T00:00:00.000,2025-05-05T00:00:00.000
1090,DOGZ,2025-05-16T00:00:00.000,2025-06-04T00:00:00.000
1091,DOMH,2025-04-10T00:00:00.000,2025-05-16T00:00:00.000
1096,DOYU,2024-06-27T00:00:00.000,2025-03-24T00:00:00.000
1097,DPRO,2025-06-03T00:00:00.000,2025-06-30T00:00:00.000
1099,DRCT,2024-12-20T00:00:00.000,2025-05-08T00:00:00.000
1102,DRIO,2024-12-06T00:00:00.000,2025-03-07T00:00:00.000
1104,DRMA,2023-04-17T00:00:00.000,2025-06-17T00:00:00.000
1105,DRRX,2024-05-17T00:00:00.000,2025-05-09T00:00:00.000
1107,DRTS,2023-05-04T00:00:00.000,2025-02-28T00:00:00.000
1108,DRUG,2024-10-17T00:00:00.000,2025-05-01T00:00:00.000
1113,DSP,2024-11-06T00:00:00.000,2025-05-19T00:00:00.000
1115,DSY,2024-08-22T00:00:00.000,2025-05-02T00:00:00.000
1116,DTCK,2025-05-23T00:00:00.000,2025-06-25T00:00:00.000
1118,DTI,2024-04-01T00:00:00.000,2025-04-02T00:00:00.000
1119,DTIL,2024-01-31T00:00:00.000,2025-06-03T00:00:00.000
1122,DTSS,2024-02-13T00:00:00.000,2025-06-02T00:00:00.000
1123,DTST,2024-04-30T00:00:00.000,2025-02-11T00:00:00.000
1126,DUO,2024-09-25T00:00:00.000,2025-07-03T00:00:00.000
1127,DUOL,2025-04-21T00:00:00.000,2025-06-26T00:00:00.000
1128,DUOT,2025-04-10T00:00:00.000,2025-05-28T00:00:00.000
1131,DVLT,2024-08-06T00:00:00.000,2025-06-05T00:00:00.000
1141,DWTX,2025-04-14T00:00:00.000,2025-05-27T00:00:00.000
1149,DYAI,2024-11-19T00:00:00.000,2025-05-05T00:00:00.000
1153,DYN,2025-04-14T00:00:00.000,2025-06-04T00:00:00.000
1163,EBON,2023-12-11T00:00:00.000,2025-05-13T00:00:00.000
1166,ECDA,2024-03-14T00:00:00.000,2025-06-02T00:00:00.000
1167,ECOR,2024-12-05T00:00:00.000,2025-05-07T00:00:00.000
1170,ECX,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1172,EDBL,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
1174,EDIT,2025-01-21T00:00:00.000,2025-07-03T00:00:00.000
1176,EDSA,2025-01-15T00:00:00.000,2025-05-08T00:00:00.000
1178,EDUC,2024-03-08T00:00:00.000,2025-03-12T00:00:00.000
1180,EEIQ,2023-11-27T00:00:00.000,2025-07-03T00:00:00.000
1183,EFOI,2025-02-14T00:00:00.000,2025-07-03T00:00:00.000
1191,EGHT,2024-06-27T00:00:00.000,2025-03-26T00:00:00.000
1192,EH,2025-01-22T00:00:00.000,2025-05-02T00:00:00.000
1193,EHGO,2024-10-28T00:00:00.000,2025-06-03T00:00:00.000
1196,EHTH,2024-12-16T00:00:00.000,2025-05-12T00:00:00.000
1197,EJH,2025-03-07T00:00:00.000,2025-05-30T00:00:00.000
1199,EKSO,2023-12-15T00:00:00.000,2025-07-03T00:00:00.000
1201,ELBM,2024-08-16T00:00:00.000,2025-03-21T00:00:00.000
1202,ELDN,2024-10-15T00:00:00.000,2025-03-21T00:00:00.000
1203,ELEV,2024-02-23T00:00:00.000,2025-04-30T00:00:00.000
1207,ELPW,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
1209,ELTK,2023-05-19T00:00:00.000,2025-03-10T00:00:00.000
1210,ELTX,2025-01-06T00:00:00.000,2025-03-31T00:00:00.000
1211,ELUT,2023-12-29T00:00:00.000,2025-05-01T00:00:00.000
1213,ELVN,2024-03-15T00:00:00.000,2025-06-16T00:00:00.000
1214,ELWS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1227,ENGN,2024-09-26T00:00:00.000,2025-07-03T00:00:00.000
1229,ENLT,2023-02-09T00:00:00.000,2025-03-13T00:00:00.000
1230,ENLV,2023-12-19T00:00:00.000,2025-07-03T00:00:00.000
1232,ENSC,2024-10-24T00:00:00.000,2025-05-19T00:00:00.000
1234,ENTA,2025-01-27T00:00:00.000,2025-07-03T00:00:00.000
1236,ENTO,2024-10-10T00:00:00.000,2025-06-24T00:00:00.000
1237,ENTX,2024-03-18T00:00:00.000,2025-05-02T00:00:00.000
1238,ENVB,2024-02-09T00:00:00.000,2025-03-26T00:00:00.000
1239,ENVX,2024-06-07T00:00:00.000,2025-04-02T00:00:00.000
1242,EOSE,2025-04-14T00:00:00.000,2025-05-28T00:00:00.000
1244,EPIX,2024-01-08T00:00:00.000,2024-10-31T00:00:00.000
1245,EPOW,2024-08-08T00:00:00.000,2025-02-13T00:00:00.000
1247,EPSM,2025-06-30T00:00:00.000,2025-07-03T00:00:00.000
1249,EPWK,2025-05-05T00:00:00.000,2025-06-05T00:00:00.000
1250,EQ,2024-10-02T00:00:00.000,2025-05-30T00:00:00.000
1258,ERNA,2024-12-27T00:00:00.000,2025-06-06T00:00:00.000
1270,ESLA,2024-11-12T00:00:00.000,2025-05-05T00:00:00.000
1274,ESOA,2023-12-13T00:00:00.000,2025-03-25T00:00:00.000
1279,ESTA,2023-12-20T00:00:00.000,2025-07-02T00:00:00.000
1282,ETNB,2025-01-22T00:00:00.000,2025-03-27T00:00:00.000
1283,ETON,2024-09-12T00:00:00.000,2025-06-03T00:00:00.000
1286,EUDA,2024-06-12T00:00:00.000,2025-05-13T00:00:00.000
1294,EVGO,2025-06-25T00:00:00.000,2025-07-03T00:00:00.000
1295,EVGOW,2025-04-22T00:00:00.000,2025-06-24T00:00:00.000
1298,EVO,2024-10-21T00:00:00.000,2025-03-10T00:00:00.000
1302,EVTV,2024-01-30T00:00:00.000,2025-05-27T00:00:00.000
1307,EWTX,2024-09-18T00:00:00.000,2025-04-01T00:00:00.000
1316,EXFY,2024-11-07T00:00:00.000,2025-07-03T00:00:00.000
1318,EXOZ,2025-01-21T00:00:00.000,2025-06-11T00:00:00.000
1325,EYEN,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1327,EZGO,2024-08-09T00:00:00.000,2025-05-13T00:00:00.000
1331,FAAS,2025-05-19T00:00:00.000,2025-07-03T00:00:00.000
1337,FAMI,2024-09-26T00:00:00.000,2025-03-20T00:00:00.000
1339,FARM,2025-01-31T00:00:00.000,2025-05-08T00:00:00.000
1343,FATBB,2024-12-30T00:00:00.000,2025-05-20T00:00:00.000
1345,FATE,2025-04-03T00:00:00.000,2025-07-02T00:00:00.000
1348,FBIO,2023-11-29T00:00:00.000,2025-03-12T00:00:00.000
1351,FBL,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1353,FBLG,2024-09-04T00:00:00.000,2025-07-03T00:00:00.000
1357,FBYD,2025-02-04T00:00:00.000,2025-06-04T00:00:00.000
1365,FCEL,2025-05-16T00:00:00.000,2025-07-03T00:00:00.000
1367,FCNCA,2023-03-24T00:00:00.000,2025-03-07T00:00:00.000
1371,FCUV,2024-12-31T00:00:00.000,2025-07-03T00:00:00.000
1377,FDIG,2023-11-28T00:00:00.000,2025-07-03T00:00:00.000
1379,FDMT,2024-02-02T00:00:00.000,2025-03-21T00:00:00.000
1386,FEAM,2024-12-06T00:00:00.000,2025-06-03T00:00:00.000
1388,FEBO,2024-08-14T00:00:00.000,2025-05-23T00:00:00.000
1394,FEMY,2024-02-20T00:00:00.000,2025-06-27T00:00:00.000
1403,FFAI,2024-12-06T00:00:00.000,2025-07-03T00:00:00.000
1410,FGEN,2024-12-17T00:00:00.000,2025-06-18T00:00:00.000
1411,FGF,2024-11-07T00:00:00.000,2025-03-26T00:00:00.000
1419,FHTX,2024-08-12T00:00:00.000,2025-03-19T00:00:00.000
1448,FLNT,2024-04-17T00:00:00.000,2025-05-16T00:00:00.000
1449,FLUX,2025-02-27T00:00:00.000,2025-07-03T00:00:00.000
1452,FLXS,2024-01-11T00:00:00.000,2025-03-21T00:00:00.000
1453,FLYE,2025-06-02T00:00:00.000,2025-07-03T00:00:00.000
1462,FMST,2025-05-15T00:00:00.000,2025-07-03T00:00:00.000
1466,FNGR,2025-04-29T00:00:00.000,2025-06-05T00:00:00.000
1476,FORA,2025-01-17T00:00:00.000,2025-02-19T00:00:00.000
1477,FORD,2025-04-11T00:00:00.000,2025-05-29T00:00:00.000
1483,FOSL,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
1488,FOXX,2025-01-29T00:00:00.000,2025-05-07T00:00:00.000
1490,FPAY,2024-11-11T00:00:00.000,2025-06-06T00:00:00.000
1495,FRD,2023-06-29T00:00:00.000,2024-12-09T00:00:00.000
1496,FRGT,2025-04-08T00:00:00.000,2025-07-03T00:00:00.000
1505,FRSX,2024-12-17T00:00:00.000,2025-05-27T00:00:00.000
1514,FSLR,2024-05-14T00:00:00.000,2025-02-26T00:00:00.000
1530,FTEL,2024-12-20T00:00:00.000,2025-05-28T00:00:00.000
1531,FTFT,2023-12-07T00:00:00.000,2025-05-29T00:00:00.000
1535,FTHM,2025-04-30T00:00:00.000,2025-05-23T00:00:00.000
1549,FUFU,2024-05-28T00:00:00.000,2025-05-22T00:00:00.000
1556,FUTU,2024-09-18T00:00:00.000,2025-07-03T00:00:00.000
1573,GAIA,2025-04-08T00:00:00.000,2025-06-04T00:00:00.000
1582,GANX,2024-09-24T00:00:00.000,2025-06-04T00:00:00.000
1587,GBIO,2024-03-01T00:00:00.000,2025-07-03T00:00:00.000
1589,GCBC,2023-05-15T00:00:00.000,2025-03-10T00:00:00.000
1592,GCT,2024-09-06T00:00:00.000,2025-03-27T00:00:00.000
1593,GCTK,2024-08-14T00:00:00.000,2025-07-03T00:00:00.000
1594,GDC,2025-02-24T00:00:00.000,2025-07-03T00:00:00.000
1597,GDHG,2025-03-03T00:00:00.000,2025-06-02T00:00:00.000
1598,GDRX,2023-07-11T00:00:00.000,2025-06-27T00:00:00.000
1599,GDS,2025-01-30T00:00:00.000,2025-03-26T00:00:00.000
1600,GDTC,2024-09-30T00:00:00.000,2025-04-09T00:00:00.000
1609,GELS,2025-05-13T00:00:00.000,2025-07-01T00:00:00.000
1612,GENK,2024-03-11T00:00:00.000,2025-05-13T00:00:00.000
1614,GEOS,2025-06-06T00:00:00.000,2025-06-27T00:00:00.000
1615,GERN,2024-03-14T00:00:00.000,2025-03-28T00:00:00.000
1616,GEVO,2024-12-05T00:00:00.000,2025-06-13T00:00:00.000
1617,GFAI,2024-12-23T00:00:00.000,2025-03-17T00:00:00.000
1621,GGAL,2023-05-22T00:00:00.000,2025-05-27T00:00:00.000
1624,GGR,2024-11-07T00:00:00.000,2025-04-16T00:00:00.000
1625,GH,2024-12-30T00:00:00.000,2025-06-17T00:00:00.000
1626,GHRS,2025-01-16T00:00:00.000,2025-07-03T00:00:00.000
1628,GIFI,2024-02-27T00:00:00.000,2024-07-12T00:00:00.000
1629,GIFT,2025-02-10T00:00:00.000,2025-07-01T00:00:00.000
1639,GITS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1643,GLBS,2023-11-16T00:00:00.000,2025-02-26T00:00:00.000
1649,GLE,2025-04-29T00:00:00.000,2025-06-09T00:00:00.000
1650,GLMD,2024-09-04T00:00:00.000,2025-04-23T00:00:00.000
1655,GLSI,2024-02-29T00:00:00.000,2025-03-21T00:00:00.000
1657,GLUE,2024-10-25T00:00:00.000,2025-04-29T00:00:00.000
1658,GLXG,2024-12-16T00:00:00.000,2025-05-22T00:00:00.000
1660,GMGI,2024-04-30T00:00:00.000,2025-04-28T00:00:00.000
1663,GNFT,2024-05-01T00:00:00.000,2025-05-30T00:00:00.000
1664,GNLN,2025-05-20T00:00:00.000,2025-07-02T00:00:00.000
1665,GNLX,2025-01-21T00:00:00.000,2025-04-29T00:00:00.000
1668,GNPX,2024-10-18T00:00:00.000,2025-07-01T00:00:00.000
1670,GNTA,2024-09-18T00:00:00.000,2025-05-30T00:00:00.000
1673,GOCO,2023-05-05T00:00:00.000,2025-05-19T00:00:00.000
1681,GORV,2025-05-15T00:00:00.000,2025-05-29T00:00:00.000
1682,GOSS,2025-01-22T00:00:00.000,2025-07-03T00:00:00.000
1684,GOVX,2024-08-09T00:00:00.000,2025-06-17T00:00:00.000
1685,GP,2024-09-06T00:00:00.000,2025-03-28T00:00:00.000
1688,GPCR,2025-04-10T00:00:00.000,2025-05-19T00:00:00.000
1691,GPRE,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1696,GRABW,2025-01-21T00:00:00.000,2025-05-28T00:00:00.000
1697,GRAL,2025-04-14T00:00:00.000,2025-07-03T00:00:00.000
1699,GREE,2025-05-08T00:00:00.000,2025-05-29T00:00:00.000
1700,GREEL,2023-06-13T00:00:00.000,2025-03-20T00:00:00.000
1702,GRI,2024-10-17T00:00:00.000,2025-05-07T00:00:00.000
1704,GRNQ,2025-05-21T00:00:00.000,2025-07-03T00:00:00.000
1711,GRYP,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1712,GSAT,2024-10-31T00:00:00.000,2025-03-26T00:00:00.000
1714,GSHD,2024-07-01T00:00:00.000,2025-04-03T00:00:00.000
1725,GTBP,2024-10-14T00:00:00.000,2025-06-26T00:00:00.000
1726,GTEC,2025-04-16T00:00:00.000,2025-05-15T00:00:00.000
1727,GTI,2025-04-25T00:00:00.000,2025-05-29T00:00:00.000
1729,GTLB,2023-05-17T00:00:00.000,2025-05-20T00:00:00.000
1734,GUTS,2025-05-09T00:00:00.000,2025-06-16T00:00:00.000
1736,GVH,2025-05-07T00:00:00.000,2025-07-03T00:00:00.000
1737,GWAV,2024-12-02T00:00:00.000,2025-04-02T00:00:00.000
1739,GXAI,2024-12-05T00:00:00.000,2025-03-25T00:00:00.000
1741,GYRE,2024-06-26T00:00:00.000,2025-05-30T00:00:00.000
1746,HAO,2025-01-24T00:00:00.000,2025-05-23T00:00:00.000
1753,HBIO,2025-05-28T00:00:00.000,2025-06-27T00:00:00.000
1763,HCWB,2024-10-25T00:00:00.000,2025-07-03T00:00:00.000
1764,HDL,2024-11-27T00:00:00.000,2025-05-21T00:00:00.000
1770,HEPS,2024-06-25T00:00:00.000,2025-03-17T00:00:00.000
1775,HFFG,2025-03-17T00:00:00.000,2025-05-30T00:00:00.000
1783,HIMX,2024-12-23T00:00:00.000,2025-03-25T00:00:00.000
1784,HIMZ,2025-05-02T00:00:00.000,2025-06-30T00:00:00.000
1787,HITI,2023-08-25T00:00:00.000,2025-03-17T00:00:00.000
1788,HIVE,2023-11-29T00:00:00.000,2025-05-22T00:00:00.000
1789,HKIT,2024-02-06T00:00:00.000,2025-01-13T00:00:00.000
1790,HKPD,2025-05-14T00:00:00.000,2025-06-30T00:00:00.000
1795,HLP,2025-04-11T00:00:00.000,2025-06-04T00:00:00.000
1799,HMST,2023-12-22T00:00:00.000,2025-06-26T00:00:00.000
1803,HNRG,2024-09-18T00:00:00.000,2025-05-28T00:00:00.000
1804,HNST,2024-11-08T00:00:00.000,2025-05-20T00:00:00.000
1807,HOLO,2024-12-06T00:00:00.000,2025-05-30T00:00:00.000
1815,HOOK,2025-04-30T00:00:00.000,2025-07-03T00:00:00.000
1818,HOTH,2025-05-14T00:00:00.000,2025-06-24T00:00:00.000
1819,HOUR,2024-12-06T00:00:00.000,2025-05-13T00:00:00.000
1821,HOVR,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1822,HOWL,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1825,HPKEW,2023-09-01T00:00:00.000,2025-07-03T00:00:00.000
1830,HROW,2024-08-07T00:00:00.000,2025-03-25T00:00:00.000
1834,HRTX,2023-11-16T00:00:00.000,2025-05-06T00:00:00.000
1836,HSAI,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1837,HSCS,2024-09-10T00:00:00.000,2025-07-01T00:00:00.000
1838,HSDT,2024-12-19T00:00:00.000,2025-07-03T00:00:00.000
1849,HTCO,2025-04-11T00:00:00.000,2025-07-03T00:00:00.000
1850,HTCR,2024-12-03T00:00:00.000,2025-06-04T00:00:00.000
1855,HTOO,2024-12-03T00:00:00.000,2025-06-17T00:00:00.000
1856,HTOOW,2025-05-21T00:00:00.000,2025-07-03T00:00:00.000
1857,HTZ,2025-04-15T00:00:00.000,2025-04-25T00:00:00.000
1858,HUBC,2025-01-14T00:00:00.000,2025-07-03T00:00:00.000
1860,HUDI,2023-04-27T00:00:00.000,2025-02-24T00:00:00.000
1862,HUIZ,2024-11-08T00:00:00.000,2025-04-02T00:00:00.000
1863,HUMA,2025-05-12T00:00:00.000,2025-05-30T00:00:00.000
1864,HURA,2025-03-17T00:00:00.000,2025-06-02T00:00:00.000
1867,HUT,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1874,HWH,2024-09-18T00:00:00.000,2025-05-21T00:00:00.000
1882,HYMC,2024-03-28T00:00:00.000,2025-06-11T00:00:00.000
1883,HYMCL,2025-05-23T00:00:00.000,2025-05-27T00:00:00.000
1884,HYPR,2025-01-10T00:00:00.000,2025-06-02T00:00:00.000
1896,IBG,2025-03-06T00:00:00.000,2025-05-29T00:00:00.000
1901,IBIO,2025-02-11T00:00:00.000,2025-06-04T00:00:00.000
1906,IBRX,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1920,ICCM,2024-12-10T00:00:00.000,2025-04-30T00:00:00.000
1927,ICON,2025-06-02T00:00:00.000,2025-06-30T00:00:00.000
1929,ICU,2024-06-18T00:00:00.000,2025-07-03T00:00:00.000
1931,IDAI,2025-04-16T00:00:00.000,2025-07-03T00:00:00.000
1935,IDYA,2023-04-12T00:00:00.000,2025-03-13T00:00:00.000
1941,IFBD,2024-10-31T00:00:00.000,2025-05-12T00:00:00.000
1948,IGMS,2024-09-06T00:00:00.000,2025-05-29T00:00:00.000
1951,IHRT,2024-07-01T00:00:00.000,2025-04-03T00:00:00.000
1956,IINNW,2025-01-24T00:00:00.000,2025-05-07T00:00:00.000
1958,IKNA,2023-04-06T00:00:00.000,2025-03-21T00:00:00.000
1959,IKT,2024-11-19T00:00:00.000,2025-07-03T00:00:00.000
1964,ILPT,2023-11-15T00:00:00.000,2025-04-02T00:00:00.000
1965,IMAB,2025-06-02T00:00:00.000,2025-07-03T00:00:00.000
1966,IMCC,2025-05-22T00:00:00.000,2025-06-26T00:00:00.000
1969,IMDX,2025-02-10T00:00:00.000,2025-06-23T00:00:00.000
1972,IMMP,2025-04-04T00:00:00.000,2025-05-29T00:00:00.000
1974,IMMX,2023-11-22T00:00:00.000,2025-07-03T00:00:00.000
1975,IMNM,2024-01-19T00:00:00.000,2025-06-20T00:00:00.000
1976,IMNN,2025-05-22T00:00:00.000,2025-06-05T00:00:00.000
1979,IMPP,2023-12-11T00:00:00.000,2025-02-12T00:00:00.000
1981,IMRN,2024-03-06T00:00:00.000,2025-01-21T00:00:00.000
1982,IMRX,2025-06-04T00:00:00.000,2025-06-30T00:00:00.000
1983,IMTE,2025-03-21T00:00:00.000,2025-05-23T00:00:00.000
1984,IMTX,2023-04-12T00:00:00.000,2025-03-21T00:00:00.000
1985,IMUX,2023-06-26T00:00:00.000,2025-05-28T00:00:00.000
1986,IMVT,2023-09-25T00:00:00.000,2025-03-28T00:00:00.000
1988,INAB,2024-10-08T00:00:00.000,2025-07-03T00:00:00.000
1991,INBS,2025-01-21T00:00:00.000,2025-06-30T00:00:00.000
1993,INCR,2024-02-02T00:00:00.000,2025-03-17T00:00:00.000
1998,INDP,2023-08-21T00:00:00.000,2025-07-03T00:00:00.000
2001,INEO,2025-05-20T00:00:00.000,2025-06-20T00:00:00.000
2003,INGN,2024-01-26T00:00:00.000,2025-04-16T00:00:00.000
2004,INHD,2025-03-27T00:00:00.000,2025-05-16T00:00:00.000
2005,INKT,2025-01-28T00:00:00.000,2025-07-03T00:00:00.000
2007,INM,2025-04-04T00:00:00.000,2025-05-20T00:00:00.000
2008,INMB,2025-01-10T00:00:00.000,2025-06-25T00:00:00.000
2011,INO,2024-02-13T00:00:00.000,2025-06-04T00:00:00.000
2012,INOD,2025-01-28T00:00:00.000,2025-07-03T00:00:00.000
2015,INSG,2024-08-14T00:00:00.000,2025-05-19T00:00:00.000
2020,INTJ,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2021,INTR,2023-05-09T00:00:00.000,2024-11-27T00:00:00.000
2022,INTS,2024-02-23T00:00:00.000,2025-07-03T00:00:00.000
2025,INTZ,2025-05-30T00:00:00.000,2025-07-03T00:00:00.000
2032,IONL,2025-05-06T00:00:00.000,2025-05-29T00:00:00.000
2033,IONR,2024-08-29T00:00:00.000,2025-06-04T00:00:00.000
2035,IONX,2025-05-01T00:00:00.000,2025-05-29T00:00:00.000
2038,IOVA,2024-02-13T00:00:00.000,2025-05-08T00:00:00.000
2039,IPA,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2043,IPHA,2024-11-15T00:00:00.000,2025-05-30T00:00:00.000
2045,IPM,2024-01-10T00:00:00.000,2025-05-28T00:00:00.000
2046,IPSC,2023-12-22T00:00:00.000,2025-03-17T00:00:00.000
2047,IPW,2025-06-12T00:00:00.000,2025-07-03T00:00:00.000
2048,IPWR,2024-02-16T00:00:00.000,2025-05-27T00:00:00.000
2049,IPX,2025-04-10T00:00:00.000,2025-06-30T00:00:00.000
2052,IQST,2025-05-07T00:00:00.000,2025-06-05T00:00:00.000
2053,IRBT,2025-05-09T00:00:00.000,2025-05-27T00:00:00.000
2054,IRD,2023-03-31T00:00:00.000,2025-03-27T00:00:00.000
2056,IREN,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2057,IRIX,2023-09-13T00:00:00.000,2025-05-29T00:00:00.000
2061,IRON,2023-05-24T00:00:00.000,2025-03-24T00:00:00.000
2068,ISPC,2024-05-21T00:00:00.000,2025-07-03T00:00:00.000
2069,ISPO,2024-12-23T00:00:00.000,2025-04-02T00:00:00.000
2070,ISPOW,2025-01-02T00:00:00.000,2025-03-27T00:00:00.000
2071,ISPR,2023-10-17T00:00:00.000,2025-07-03T00:00:00.000
2075,ISSC,2025-05-14T00:00:00.000,2025-06-10T00:00:00.000
2079,ITOS,2024-04-30T00:00:00.000,2025-03-18T00:00:00.000
2081,ITRM,2024-11-11T00:00:00.000,2025-07-03T00:00:00.000
2087,IVA,2024-10-09T00:00:00.000,2025-06-03T00:00:00.000
2089,IVDA,2024-12-19T00:00:00.000,2025-06-05T00:00:00.000
2091,IVF,2024-09-16T00:00:00.000,2025-07-03T00:00:00.000
2092,IVP,2024-07-09T00:00:00.000,2025-03-25T00:00:00.000
2093,IVVD,2025-05-08T00:00:00.000,2025-06-20T00:00:00.000
2095,IXHL,2025-05-13T00:00:00.000,2025-05-27T00:00:00.000
2098,IZM,2024-03-18T00:00:00.000,2025-07-02T00:00:00.000
2100,JAGX,2025-04-10T00:00:00.000,2025-07-03T00:00:00.000
2101,JAKK,2023-11-01T00:00:00.000,2025-04-02T00:00:00.000
2103,JANX,2024-04-08T00:00:00.000,2025-05-02T00:00:00.000
2105,JBDI,2025-03-13T00:00:00.000,2025-06-18T00:00:00.000
2107,JBIO,2023-10-27T00:00:00.000,2025-05-13T00:00:00.000
2110,JCSE,2025-04-11T00:00:00.000,2025-05-13T00:00:00.000
2112,JD,2024-09-16T00:00:00.000,2025-04-02T00:00:00.000
2114,JDZG,2024-10-04T00:00:00.000,2025-06-05T00:00:00.000
2117,JFBR,2024-11-19T00:00:00.000,2025-07-03T00:00:00.000
2118,JFIN,2025-03-03T00:00:00.000,2025-06-23T00:00:00.000
2119,JFU,2024-09-09T00:00:00.000,2025-03-27T00:00:00.000
2120,JG,2025-01-24T00:00:00.000,2025-04-02T00:00:00.000
2137,JSPR,2024-10-11T00:00:00.000,2025-03-24T00:00:00.000
2140,JUNS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2141,JVA,2025-02-06T00:00:00.000,2025-03-24T00:00:00.000
2144,JWEL,2024-11-01T00:00:00.000,2025-06-16T00:00:00.000
2145,JXG,2025-01-07T00:00:00.000,2025-07-03T00:00:00.000
2146,JYD,2025-04-22T00:00:00.000,2025-05-23T00:00:00.000
2150,KALA,2025-01-13T00:00:00.000,2025-04-03T00:00:00.000
2154,KAVL,2024-12-11T00:00:00.000,2025-06-04T00:00:00.000
2162,KC,2025-01-27T00:00:00.000,2025-05-08T00:00:00.000
2168,KEQU,2023-12-06T00:00:00.000,2025-04-03T00:00:00.000
2172,KG,2025-04-04T00:00:00.000,2025-05-28T00:00:00.000
2177,KINS,2024-07-24T00:00:00.000,2025-05-09T00:00:00.000
2178,KIRK,2023-11-22T00:00:00.000,2025-04-30T00:00:00.000
2179,KITT,2024-12-23T00:00:00.000,2025-03-24T00:00:00.000
2182,KLRS,2023-11-09T00:00:00.000,2025-06-12T00:00:00.000
2183,KLTO,2025-06-09T00:00:00.000,2025-07-03T00:00:00.000
2184,KLTR,2024-11-04T00:00:00.000,2025-02-21T00:00:00.000
2192,KOD,2025-04-15T00:00:00.000,2025-05-05T00:00:00.000
2194,KOSS,2024-07-02T00:00:00.000,2025-05-29T00:00:00.000
2196,KPLT,2024-12-26T00:00:00.000,2025-05-22T00:00:00.000
2198,KPTI,2025-04-04T00:00:00.000,2025-05-15T00:00:00.000
2206,KROS,2023-12-20T00:00:00.000,2025-03-11T00:00:00.000
2207,KRRO,2024-10-15T00:00:00.000,2025-06-11T00:00:00.000
2210,KRYS,2024-02-13T00:00:00.000,2025-05-05T00:00:00.000
2211,KSCP,2025-04-14T00:00:00.000,2025-05-28T00:00:00.000
2220,KXIN,2024-09-24T00:00:00.000,2025-05-20T00:00:00.000
2222,KYTX,2025-05-14T00:00:00.000,2025-07-03T00:00:00.000
2223,KZIA,2025-06-02T00:00:00.000,2025-07-02T00:00:00.000
2226,LAES,2025-05-15T00:00:00.000,2025-07-03T00:00:00.000
2235,LASE,2024-09-11T00:00:00.000,2025-07-03T00:00:00.000
2238,LAYS,2025-04-22T00:00:00.000,2025-07-03T00:00:00.000
2248,LCFY,2025-05-29T00:00:00.000,2025-07-02T00:00:00.000
2249,LCID,2024-06-12T00:00:00.000,2025-05-28T00:00:00.000
2255,LE,2024-03-19T00:00:00.000,2025-06-30T00:00:00.000
2257,LEDS,2025-03-05T00:00:00.000,2025-04-02T00:00:00.000
2258,LEE,2024-10-08T00:00:00.000,2025-05-07T00:00:00.000
2262,LENZ,2024-03-14T00:00:00.000,2025-03-14T00:00:00.000
2263,LESL,2025-04-15T00:00:00.000,2025-06-06T00:00:00.000
2265,LEXX,2024-04-12T00:00:00.000,2025-05-29T00:00:00.000
2266,LFCR,2023-05-17T00:00:00.000,2025-03-11T00:00:00.000
2267,LFMD,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
2270,LFST,2023-03-07T00:00:00.000,2025-06-04T00:00:00.000
2272,LFVN,2024-12-18T00:00:00.000,2025-04-11T00:00:00.000
2273,LFWD,2024-12-05T00:00:00.000,2025-07-03T00:00:00.000
2274,LGCB,2024-12-16T00:00:00.000,2025-03-13T00:00:00.000
2276,LGCL,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2282,LGVN,2024-07-05T00:00:00.000,2025-05-22T00:00:00.000
2284,LI,2024-09-09T00:00:00.000,2025-03-19T00:00:00.000
2285,LICN,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
