,Ticker,Last Long Signal,Last Short Signal
711,CCLD,2025-04-11T00:00:00.000,2025-03-19T00:00:00.000
730,CDTG,2025-05-16T00:00:00.000,2025-05-05T00:00:00.000
742,CELZ,2025-06-24T00:00:00.000,2025-03-24T00:00:00.000
762,CFSB,2025-05-20T00:00:00.000,2023-02-14T00:00:00.000
774,CGON,2025-04-04T00:00:00.000,2025-03-27T00:00:00.000
775,CGTL,2025-05-20T00:00:00.000,2025-04-28T00:00:00.000
792,CHRS,2025-07-03T00:00:00.000,2025-05-12T00:00:00.000
805,CIFR,2025-06-04T00:00:00.000,2025-03-21T00:00:00.000
836,CLRB,2025-07-03T00:00:00.000,2025-06-12T00:00:00.000
855,CMTL,2025-05-09T00:00:00.000,2025-03-28T00:00:00.000
866,CNTB,2025-07-02T00:00:00.000,2025-03-25T00:00:00.000
881,COIG,2025-07-03T00:00:00.000,2025-05-14T00:00:00.000
892,CONL,2025-06-25T00:00:00.000,2025-05-14T00:00:00.000
914,CPSH,2025-05-07T00:00:00.000,2025-03-21T00:00:00.000
919,CRBU,2025-05-09T00:00:00.000,2025-03-28T00:00:00.000
927,CREX,2025-05-20T00:00:00.000,2025-03-26T00:00:00.000
931,CRMD,2025-04-17T00:00:00.000,2025-03-24T00:00:00.000
948,CRWL,2025-04-08T00:00:00.000,2025-03-04T00:00:00.000
974,CTOR,2025-06-04T00:00:00.000,2025-03-25T00:00:00.000
983,CUE,2025-06-25T00:00:00.000,2025-05-19T00:00:00.000
986,CURR,2025-07-01T00:00:00.000,2025-05-21T00:00:00.000
1025,DAVE,2025-05-07T00:00:00.000,2025-03-07T00:00:00.000
1055,DGNX,2025-07-03T00:00:00.000,2025-05-28T00:00:00.000
1070,DJT,2025-07-03T00:00:00.000,2025-06-03T00:00:00.000
1073,DLHC,2025-04-15T00:00:00.000,2025-03-27T00:00:00.000
1074,DLLL,2025-04-22T00:00:00.000,2025-04-02T00:00:00.000
1092,DOMO,2025-05-09T00:00:00.000,2025-03-26T00:00:00.000
1140,DWSN,2025-05-19T00:00:00.000,2025-03-24T00:00:00.000
1215,EM,2025-01-03T00:00:00.000,2024-08-27T00:00:00.000
1243,EOSEW,2025-06-04T00:00:00.000,2025-05-28T00:00:00.000
1264,ESGL,2025-02-26T00:00:00.000,2025-01-14T00:00:00.000
1276,ESPR,2025-06-24T00:00:00.000,2025-05-02T00:00:00.000
1281,ETHA,2025-04-21T00:00:00.000,2025-03-24T00:00:00.000
1290,EVAX,2025-05-15T00:00:00.000,2025-03-31T00:00:00.000
1293,EVGN,2025-05-12T00:00:00.000,2025-03-27T00:00:00.000
1296,EVLV,2025-04-24T00:00:00.000,2025-02-20T00:00:00.000
1305,EWCZ,2025-05-12T00:00:00.000,2025-04-02T00:00:00.000
1323,EYE,2025-05-05T00:00:00.000,2025-03-24T00:00:00.000
1326,EYPT,2025-05-27T00:00:00.000,2025-03-14T00:00:00.000
1340,FARO,2025-04-22T00:00:00.000,2025-03-24T00:00:00.000
1356,FBRX,2025-05-23T00:00:00.000,2025-03-27T00:00:00.000
1398,FER,2023-07-18T00:00:00.000,2023-06-16T00:00:00.000
1426,FIP,2025-04-15T00:00:00.000,2025-03-25T00:00:00.000
1432,FIVE,2025-04-21T00:00:00.000,2025-03-19T00:00:00.000
1443,FLGC,2025-04-11T00:00:00.000,2025-03-25T00:00:00.000
1447,FLNC,2025-06-04T00:00:00.000,2025-03-31T00:00:00.000
1451,FLX,2025-05-16T00:00:00.000,2025-04-04T00:00:00.000
1525,FTCI,2025-04-16T00:00:00.000,2025-03-11T00:00:00.000
1529,FTEK,2025-07-03T00:00:00.000,2024-05-09T00:00:00.000
1550,FULC,2025-04-30T00:00:00.000,2025-03-07T00:00:00.000
1565,FWRD,2025-04-08T00:00:00.000,2025-04-02T00:00:00.000
1579,GALT,2025-06-13T00:00:00.000,2025-05-07T00:00:00.000
1596,GDEV,2025-04-08T00:00:00.000,2025-03-28T00:00:00.000
1662,GMM,2025-04-17T00:00:00.000,2025-04-09T00:00:00.000
1675,GOGO,2025-04-24T00:00:00.000,2025-03-25T00:00:00.000
1698,GRCE,2025-04-08T00:00:00.000,2025-03-21T00:00:00.000
1706,GRPN,2025-05-07T00:00:00.000,2025-02-10T00:00:00.000
1707,GRRR,2025-05-21T00:00:00.000,2025-04-23T00:00:00.000
1717,GSIT,2025-04-08T00:00:00.000,2025-03-10T00:00:00.000
1718,GSIW,2025-07-03T00:00:00.000,2025-03-31T00:00:00.000
1721,GSRTR,2025-05-30T00:00:00.000,2025-02-03T00:00:00.000
1723,GSUN,2025-07-01T00:00:00.000,2025-06-06T00:00:00.000
1735,GV,2025-07-03T00:00:00.000,2025-06-09T00:00:00.000
1762,HCTI,2025-07-03T00:00:00.000,2025-05-15T00:00:00.000
1813,HOOD,2025-04-21T00:00:00.000,2025-03-07T00:00:00.000
1853,HTLM,2025-07-02T00:00:00.000,2025-03-05T00:00:00.000
1861,HUHU,2025-06-04T00:00:00.000,2025-03-24T00:00:00.000
1880,HYFM,2025-04-10T00:00:00.000,2025-03-21T00:00:00.000
1918,ICAD,2025-04-15T00:00:00.000,2025-03-18T00:00:00.000
1922,ICG,2025-06-23T00:00:00.000,2025-05-29T00:00:00.000
1933,IDN,2025-05-16T00:00:00.000,2025-03-31T00:00:00.000
1943,IFRX,2025-06-30T00:00:00.000,2025-05-27T00:00:00.000
1955,IINN,2025-06-04T00:00:00.000,2025-04-29T00:00:00.000
1960,ILAG,2025-05-21T00:00:00.000,2025-03-24T00:00:00.000
1962,ILLR,2025-07-03T00:00:00.000,2025-05-22T00:00:00.000
1970,IMG,2025-07-03T00:00:00.000,2025-06-04T00:00:00.000
2016,INSM,2024-05-24T00:00:00.000,2023-03-08T00:00:00.000
2029,INVZ,2025-06-03T00:00:00.000,2025-03-11T00:00:00.000
2030,INZY,2025-05-15T00:00:00.000,2025-03-12T00:00:00.000
2031,IOBT,2025-05-08T00:00:00.000,2025-03-28T00:00:00.000
2041,IPDN,2025-06-03T00:00:00.000,2025-04-03T00:00:00.000
2097,IZEA,2025-04-24T00:00:00.000,2025-03-25T00:00:00.000
2125,JL,2025-05-06T00:00:00.000,2025-03-31T00:00:00.000
2138,JTAI,2025-07-03T00:00:00.000,2025-05-20T00:00:00.000
2149,JZXN,2025-06-25T00:00:00.000,2025-06-12T00:00:00.000
2193,KOPN,2025-04-17T00:00:00.000,2025-03-25T00:00:00.000
2200,KRKR,2025-04-21T00:00:00.000,2025-03-07T00:00:00.000
2221,KYMR,2025-05-27T00:00:00.000,2025-04-28T00:00:00.000
2236,LASR,2025-05-08T00:00:00.000,2025-03-25T00:00:00.000
2289,LIF,2025-04-22T00:00:00.000,2025-03-11T00:00:00.000
2311,LMB,2025-04-08T00:00:00.000,2025-02-14T00:00:00.000
2313,LMFA,2025-04-11T00:00:00.000,2025-03-25T00:00:00.000
2321,LNZA,2025-05-27T00:00:00.000,2025-04-11T00:00:00.000
2323,LOBO,2025-07-02T00:00:00.000,2025-06-10T00:00:00.000
2330,LOT,2025-04-25T00:00:00.000,2025-03-28T00:00:00.000
2338,LPRO,2025-04-23T00:00:00.000,2025-03-31T00:00:00.000
2345,LRE,2025-05-08T00:00:00.000,2025-02-19T00:00:00.000
2349,LRMR,2025-05-27T00:00:00.000,2025-05-02T00:00:00.000
2375,LWLG,2025-04-21T00:00:00.000,2025-03-28T00:00:00.000
2386,MAAS,2025-05-27T00:00:00.000,2025-05-21T00:00:00.000
2398,MASS,2025-05-20T00:00:00.000,2025-01-31T00:00:00.000
2400,MATH,2025-05-12T00:00:00.000,2025-03-26T00:00:00.000
2421,MBOT,2025-04-08T00:00:00.000,2025-02-14T00:00:00.000
2431,MCHP,2025-04-16T00:00:00.000,2025-03-25T00:00:00.000
2471,MFI,2025-06-25T00:00:00.000,2025-06-09T00:00:00.000
2496,MIST,2025-04-09T00:00:00.000,2025-03-27T00:00:00.000
2509,MLGO,2025-07-01T00:00:00.000,2025-06-12T00:00:00.000
2534,MOBX,2025-06-17T00:00:00.000,2025-05-15T00:00:00.000
2540,MOLN,2025-07-03T00:00:00.000,2025-05-07T00:00:00.000
2556,MRKR,2025-07-03T00:00:00.000,2025-03-19T00:00:00.000
2577,MSTR,2025-04-08T00:00:00.000,2025-02-18T00:00:00.000
2588,MTSR,2025-04-11T00:00:00.000,2025-03-28T00:00:00.000
2599,MVST,2025-05-12T00:00:00.000,2025-03-03T00:00:00.000
2625,NAGE,2025-04-21T00:00:00.000,2025-03-21T00:00:00.000
2645,NCEW,2025-07-03T00:00:00.000,2025-06-25T00:00:00.000
2649,NCNA,2025-07-03T00:00:00.000,2025-05-08T00:00:00.000
2663,NEGG,2025-06-04T00:00:00.000,2025-04-07T00:00:00.000
2668,NEOV,2025-04-21T00:00:00.000,2025-03-24T00:00:00.000
2669,NEPH,2025-05-22T00:00:00.000,2024-09-30T00:00:00.000
2675,NEUP,2025-01-21T00:00:00.000,2024-12-24T00:00:00.000
2688,NFXL,2025-04-08T00:00:00.000,2025-02-20T00:00:00.000
2702,NIVF,2025-07-03T00:00:00.000,2025-06-12T00:00:00.000
2713,NMRA,2025-05-09T00:00:00.000,2025-04-09T00:00:00.000
2720,NNNN,2025-07-03T00:00:00.000,2025-04-01T00:00:00.000
2755,NTRP,2025-06-03T00:00:00.000,2025-04-23T00:00:00.000
2773,NVDG,2025-04-30T00:00:00.000,2025-03-26T00:00:00.000
2774,NVDL,2025-04-30T00:00:00.000,2025-03-26T00:00:00.000
2776,NVDU,2025-04-30T00:00:00.000,2025-03-26T00:00:00.000
2779,NVFY,2025-04-24T00:00:00.000,2025-02-19T00:00:00.000
2782,NVNO,2025-04-14T00:00:00.000,2025-03-21T00:00:00.000
2783,NVTS,2025-05-23T00:00:00.000,2025-03-25T00:00:00.000
2802,NXTC,2025-05-15T00:00:00.000,2025-03-26T00:00:00.000
2825,OBLG,2025-04-21T00:00:00.000,2025-04-03T00:00:00.000
2834,OCGN,2025-05-14T00:00:00.000,2025-02-20T00:00:00.000
2839,ODD,2025-04-11T00:00:00.000,2024-08-13T00:00:00.000
2858,OM,2025-05-07T00:00:00.000,2025-02-21T00:00:00.000
2863,OMEX,2025-05-28T00:00:00.000,2025-05-08T00:00:00.000
2873,ONEG,2025-07-03T00:00:00.000,2025-04-02T00:00:00.000
2877,ONMD,2025-07-03T00:00:00.000,2025-05-22T00:00:00.000
2889,OPRT,2025-04-15T00:00:00.000,2025-03-27T00:00:00.000
2890,OPRX,2025-05-12T00:00:00.000,2025-02-10T00:00:00.000
2895,ORCX,2025-07-03T00:00:00.000,2025-03-26T00:00:00.000
2898,ORIC,2025-05-28T00:00:00.000,2025-03-28T00:00:00.000
2962,PAYS,2025-07-03T00:00:00.000,2025-03-14T00:00:00.000
2980,PCT,2025-05-21T00:00:00.000,2025-03-25T00:00:00.000
3021,PGNY,2024-12-26T00:00:00.000,2024-10-22T00:00:00.000
3022,PGY,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3042,PLAY,2025-05-21T00:00:00.000,2025-03-10T00:00:00.000
3044,PLBY,2025-04-29T00:00:00.000,2025-03-24T00:00:00.000
3056,PLTR,2025-04-04T00:00:00.000,2025-02-20T00:00:00.000
3057,PLTU,2025-04-22T00:00:00.000,2025-03-07T00:00:00.000
3058,PLUG,2025-06-02T00:00:00.000,2025-04-28T00:00:00.000
3066,PMEC,2025-04-07T00:00:00.000,2025-02-12T00:00:00.000
3105,PRCH,2025-04-30T00:00:00.000,2025-04-01T00:00:00.000
3145,PSIX,2025-07-03T00:00:00.000,2025-03-25T00:00:00.000
3162,PTHL,2025-07-03T00:00:00.000,2025-03-28T00:00:00.000
3212,QNCX,2025-05-16T00:00:00.000,2025-04-16T00:00:00.000
3227,QQQH,2024-06-03T00:00:00.000,2024-05-03T00:00:00.000
3241,QSG,2025-06-30T00:00:00.000,2025-05-05T00:00:00.000
3256,QVCGP,2025-06-02T00:00:00.000,2025-05-23T00:00:00.000
3285,RCKY,2025-04-29T00:00:00.000,2025-03-31T00:00:00.000
3300,RDUS,2025-03-13T00:00:00.000,2025-01-06T00:00:00.000
3360,RIVN,2025-06-12T00:00:00.000,2025-05-21T00:00:00.000
3364,RLAY,2025-04-04T00:00:00.000,2025-03-20T00:00:00.000
3391,ROMA,2025-05-08T00:00:00.000,2025-01-28T00:00:00.000
3397,RPID,2025-05-05T00:00:00.000,2025-04-02T00:00:00.000
3418,RVYL,2025-06-06T00:00:00.000,2025-05-13T00:00:00.000
3428,RZLT,2025-04-04T00:00:00.000,2025-03-19T00:00:00.000
3431,SABS,2025-04-11T00:00:00.000,2025-03-25T00:00:00.000
3434,SAGT,2025-07-03T00:00:00.000,2025-06-10T00:00:00.000
3437,SAIH,2025-04-15T00:00:00.000,2025-03-26T00:00:00.000
3443,SANW,2025-07-03T00:00:00.000,2025-06-24T00:00:00.000
3449,SBC,2025-05-01T00:00:00.000,2025-04-21T00:00:00.000
3463,SCNX,2025-06-03T00:00:00.000,2025-04-02T00:00:00.000
3465,SCPH,2025-05-14T00:00:00.000,2025-04-15T00:00:00.000
3481,SEATW,2025-07-03T00:00:00.000,2025-06-04T00:00:00.000
3493,SEPN,2025-04-21T00:00:00.000,2025-03-13T00:00:00.000
3494,SERA,2025-06-02T00:00:00.000,2025-05-19T00:00:00.000
3498,SEZL,2025-05-30T00:00:00.000,2025-03-11T00:00:00.000
3514,SGMA,2025-05-20T00:00:00.000,2025-03-25T00:00:00.000
3530,SHOT,2025-07-03T00:00:00.000,2025-05-27T00:00:00.000
3547,SIMO,2025-04-22T00:00:00.000,2025-03-26T00:00:00.000
3548,SINT,2025-04-22T00:00:00.000,2025-03-25T00:00:00.000
3552,SITM,2025-04-21T00:00:00.000,2025-03-26T00:00:00.000
3557,SKIN,2025-04-30T00:00:00.000,2025-04-02T00:00:00.000
3573,SLGL,2025-05-05T00:00:00.000,2025-03-19T00:00:00.000
3576,SLN,2025-04-30T00:00:00.000,2025-03-20T00:00:00.000
3580,SLNO,2025-03-06T00:00:00.000,2024-11-27T00:00:00.000
3586,SLSN,2025-04-23T00:00:00.000,2025-03-25T00:00:00.000
3606,SMTC,2025-04-21T00:00:00.000,2025-03-27T00:00:00.000
3611,SNAL,2025-06-03T00:00:00.000,2025-04-22T00:00:00.000
3619,SNES,2025-06-04T00:00:00.000,2025-03-25T00:00:00.000
3647,SOND,2025-06-02T00:00:00.000,2025-05-27T00:00:00.000
3648,SONM,2025-07-03T00:00:00.000,2025-06-30T00:00:00.000
3675,SPRO,2025-05-27T00:00:00.000,2025-03-27T00:00:00.000
3684,SQFT,2025-07-01T00:00:00.000,2025-05-29T00:00:00.000
3721,STKL,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3726,STOK,2025-04-04T00:00:00.000,2025-03-17T00:00:00.000
3731,STRM,2025-05-28T00:00:00.000,2025-04-29T00:00:00.000
3736,STRT,2025-05-07T00:00:00.000,2025-04-02T00:00:00.000
3745,SUPX,2025-03-14T00:00:00.000,2024-12-12T00:00:00.000
3758,SVRE,2025-07-03T00:00:00.000,2025-06-20T00:00:00.000
3762,SWIN,2025-06-04T00:00:00.000,2025-04-30T00:00:00.000
3787,TARK,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3826,TDUP,2025-05-05T00:00:00.000,2025-02-18T00:00:00.000
3834,TELA,2025-05-15T00:00:00.000,2025-04-02T00:00:00.000
3870,TLSA,2025-04-15T00:00:00.000,2025-03-20T00:00:00.000
3884,TNGX,2025-06-10T00:00:00.000,2025-04-09T00:00:00.000
3888,TNYA,2025-05-13T00:00:00.000,2025-04-15T00:00:00.000
3940,TSLQ,2025-06-24T00:00:00.000,2025-06-20T00:00:00.000
3944,TSMU,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3945,TSMX,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3951,TTD,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3956,TTMI,2025-04-21T00:00:00.000,2025-03-25T00:00:00.000
3963,TURB,2024-12-19T00:00:00.000,2024-10-22T00:00:00.000
4015,ULBI,2025-05-07T00:00:00.000,2025-03-28T00:00:00.000
4087,VBIX,2025-06-24T00:00:00.000,2025-06-10T00:00:00.000
4109,VERU,2025-07-03T00:00:00.000,2025-04-02T00:00:00.000
4126,VIGL,2025-05-21T00:00:00.000,2025-03-19T00:00:00.000
4176,VSA,2025-05-05T00:00:00.000,2025-02-27T00:00:00.000
4177,VSAT,2025-06-04T00:00:00.000,2025-03-27T00:00:00.000
4181,VSME,2025-05-09T00:00:00.000,2025-04-28T00:00:00.000
4196,VTYX,2025-05-16T00:00:00.000,2025-03-20T00:00:00.000
4197,VUZI,2025-05-09T00:00:00.000,2025-03-27T00:00:00.000
4201,VXRT,2025-05-15T00:00:00.000,2025-03-26T00:00:00.000
4211,WAI,2025-06-27T00:00:00.000,2025-05-20T00:00:00.000
4223,WBUY,2025-06-05T00:00:00.000,2025-05-16T00:00:00.000
4296,WULF,2025-04-21T00:00:00.000,2025-03-24T00:00:00.000
4320,XGN,2025-04-08T00:00:00.000,2025-02-13T00:00:00.000
4368,YYGH,2025-06-04T00:00:00.000,2025-04-03T00:00:00.000
4371,ZBAI,2025-07-03T00:00:00.000,2025-06-04T00:00:00.000
