,Ticker,Last Long Signal,Last Short Signal
1556,FUTU,2024-09-18T00:00:00.000,2025-07-03T00:00:00.000
1557,FV,,2025-07-03T00:00:00.000
1558,FVC,,2025-07-03T00:00:00.000
1560,FVN,,2025-07-03T00:00:00.000
1561,FVNNR,,2025-07-03T00:00:00.000
1562,FVNNU,,2025-07-03T00:00:00.000
1563,FWONA,,2025-07-03T00:00:00.000
1564,FWONK,,2025-07-03T00:00:00.000
1569,FYC,,2025-07-03T00:00:00.000
1570,FYT,,2025-07-03T00:00:00.000
1571,FYX,,2025-07-03T00:00:00.000
1574,GAIN,,2025-07-03T00:00:00.000
1575,GAINI,,2025-07-03T00:00:00.000
1576,GAINL,,2025-07-03T00:00:00.000
1577,GAINN,,2025-07-03T00:00:00.000
1578,GAINZ,,2025-07-03T00:00:00.000
1585,GBDC,,2025-07-03T00:00:00.000
1587,GBIO,2024-03-01T00:00:00.000,2025-07-03T00:00:00.000
1588,GBUG,,2025-07-03T00:00:00.000
1593,GCTK,2024-08-14T00:00:00.000,2025-07-03T00:00:00.000
1594,GDC,2025-02-24T00:00:00.000,2025-07-03T00:00:00.000
1602,GECC,,2025-07-03T00:00:00.000
1603,GECCH,,2025-07-03T00:00:00.000
1604,GECCI,,2025-07-03T00:00:00.000
1605,GECCO,,2025-07-03T00:00:00.000
1607,GEGGL,,2025-07-03T00:00:00.000
1609,GELS,2025-05-13T00:00:00.000,2025-07-01T00:00:00.000
1610,GEME,,2025-07-03T00:00:00.000
1613,GENVR,,2025-07-03T00:00:00.000
1618,GFGF,,2025-07-03T00:00:00.000
1626,GHRS,2025-01-16T00:00:00.000,2025-07-03T00:00:00.000
1627,GIBO,,2025-07-03T00:00:00.000
1629,GIFT,2025-02-10T00:00:00.000,2025-07-01T00:00:00.000
1630,GIG,,2025-07-03T00:00:00.000
1631,GIGGU,,2025-07-03T00:00:00.000
1632,GIGM,,2025-07-03T00:00:00.000
1636,GIND,,2025-07-03T00:00:00.000
1637,GINX,,2025-07-03T00:00:00.000
1639,GITS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1641,GLADZ,,2025-07-03T00:00:00.000
1645,GLCR,,2025-07-03T00:00:00.000
1647,GLDI,,2025-07-03T00:00:00.000
1648,GLDY,,2025-07-03T00:00:00.000
1653,GLPI,,2025-07-03T00:00:00.000
1654,GLRE,,2025-07-03T00:00:00.000
1664,GNLN,2025-05-20T00:00:00.000,2025-07-02T00:00:00.000
1666,GNMA,,2025-07-03T00:00:00.000
1668,GNPX,2024-10-18T00:00:00.000,2025-07-01T00:00:00.000
1682,GOSS,2025-01-22T00:00:00.000,2025-07-03T00:00:00.000
1683,GOVI,,2025-07-03T00:00:00.000
1686,GPAT,,2025-07-03T00:00:00.000
1689,GPIQ,,2025-07-03T00:00:00.000
1690,GPIX,,2025-07-03T00:00:00.000
1691,GPRE,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1692,GPRF,,2025-07-03T00:00:00.000
1694,GQQQ,,2025-07-03T00:00:00.000
1697,GRAL,2025-04-14T00:00:00.000,2025-07-03T00:00:00.000
1703,GRID,,2025-07-03T00:00:00.000
1704,GRNQ,2025-05-21T00:00:00.000,2025-07-03T00:00:00.000
1709,GRW,,2025-07-03T00:00:00.000
1711,GRYP,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1713,GSBC,,2025-07-03T00:00:00.000
1715,GSHRU,,2025-07-03T00:00:00.000
1716,GSIB,,2025-07-03T00:00:00.000
1720,GSRT,,2025-07-03T00:00:00.000
1722,GSRTU,,2025-07-03T00:00:00.000
1731,GTR,,2025-07-03T00:00:00.000
1736,GVH,2025-05-07T00:00:00.000,2025-07-03T00:00:00.000
1749,HBANL,,2025-07-03T00:00:00.000
1756,HCAI,,2025-07-03T00:00:00.000
1760,HCOW,,2025-07-03T00:00:00.000
1763,HCWB,2024-10-25T00:00:00.000,2025-07-03T00:00:00.000
1768,HEJD,,2025-07-03T00:00:00.000
1771,HEQQ,,2025-07-03T00:00:00.000
1772,HERD,,2025-07-03T00:00:00.000
1773,HERO,,2025-07-03T00:00:00.000
1776,HFSP,,2025-07-03T00:00:00.000
1780,HIDE,,2025-07-03T00:00:00.000
1785,HISF,,2025-07-03T00:00:00.000
1786,HIT,,2025-07-03T00:00:00.000
1791,HLAL,,2025-07-03T00:00:00.000
1797,HLXB,,2025-07-03T00:00:00.000
1800,HNDL,,2025-07-03T00:00:00.000
1802,HNNAZ,,2025-07-03T00:00:00.000
1808,HOLX,,2025-07-03T00:00:00.000
1809,HON,,2025-07-03T00:00:00.000
1810,HOND,,2025-07-03T00:00:00.000
1811,HONDU,,2025-07-03T00:00:00.000
1814,HOOG,2025-07-03T00:00:00.000,2025-07-03T00:00:00.000
1815,HOOK,2025-04-30T00:00:00.000,2025-07-03T00:00:00.000
1816,HOOX,2025-07-03T00:00:00.000,2025-07-03T00:00:00.000
1820,HOVNP,,2025-07-03T00:00:00.000
1821,HOVR,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1822,HOWL,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1825,HPKEW,2023-09-01T00:00:00.000,2025-07-03T00:00:00.000
1826,HQGO,,2025-07-03T00:00:00.000
1831,HROWL,,2025-07-03T00:00:00.000
1832,HROWM,,2025-07-03T00:00:00.000
1833,HRTS,,2025-07-03T00:00:00.000
1836,HSAI,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1837,HSCS,2024-09-10T00:00:00.000,2025-07-01T00:00:00.000
1838,HSDT,2024-12-19T00:00:00.000,2025-07-03T00:00:00.000
1842,HSPO,,2025-07-03T00:00:00.000
1843,HSPOU,,2025-07-03T00:00:00.000
1844,HSPT,,2025-07-03T00:00:00.000
1845,HSPTU,,2025-07-03T00:00:00.000
1849,HTCO,2025-04-11T00:00:00.000,2025-07-03T00:00:00.000
1856,HTOOW,2025-05-21T00:00:00.000,2025-07-03T00:00:00.000
1858,HUBC,2025-01-14T00:00:00.000,2025-07-03T00:00:00.000
1866,HURN,,2025-07-03T00:00:00.000
1867,HUT,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1868,HVII,,2025-07-03T00:00:00.000
1869,HVIIU,,2025-07-03T00:00:00.000
1870,HWAY,,2025-07-03T00:00:00.000
1875,HWKN,,2025-07-03T00:00:00.000
1876,HWSM,,2025-07-03T00:00:00.000
1878,HYBI,,2025-07-03T00:00:00.000
1881,HYLS,,2025-07-03T00:00:00.000
1885,HYXF,,2025-07-03T00:00:00.000
1886,HYZD,,2025-07-03T00:00:00.000
1890,IBAC,,2025-07-03T00:00:00.000
1897,IBGA,,2025-07-03T00:00:00.000
1898,IBGB,,2025-07-03T00:00:00.000
1899,IBGK,,2025-07-03T00:00:00.000
1900,IBGL,,2025-07-03T00:00:00.000
1903,IBKR,,2025-07-03T00:00:00.000
1904,IBOC,,2025-07-03T00:00:00.000
1906,IBRX,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
1907,IBTF,,2025-07-03T00:00:00.000
1908,IBTG,,2025-07-03T00:00:00.000
1909,IBTH,,2025-07-03T00:00:00.000
1910,IBTI,,2025-07-03T00:00:00.000
1911,IBTJ,,2025-07-03T00:00:00.000
1912,IBTK,,2025-07-03T00:00:00.000
1913,IBTL,,2025-07-03T00:00:00.000
1914,IBTM,,2025-07-03T00:00:00.000
1915,IBTO,,2025-07-03T00:00:00.000
1916,IBTP,,2025-07-03T00:00:00.000
1917,IBTQ,,2025-07-03T00:00:00.000
1929,ICU,2024-06-18T00:00:00.000,2025-07-03T00:00:00.000
1931,IDAI,2025-04-16T00:00:00.000,2025-07-03T00:00:00.000
1936,IEF,,2025-07-03T00:00:00.000
1937,IEI,,2025-07-03T00:00:00.000
1939,IESC,,2025-07-03T00:00:00.000
1940,IEUS,,2025-07-03T00:00:00.000
1942,IFGL,,2025-07-03T00:00:00.000
1944,IFV,,2025-07-03T00:00:00.000
1945,IGF,,2025-07-03T00:00:00.000
1946,IGIB,,2025-07-03T00:00:00.000
1947,IGIC,,2025-07-03T00:00:00.000
1949,IGOV,,2025-07-03T00:00:00.000
1950,IGSB,,2025-07-03T00:00:00.000
1952,IHYF,,2025-07-03T00:00:00.000
1954,IIIV,,2025-07-03T00:00:00.000
1957,IJT,,2025-07-03T00:00:00.000
1959,IKT,2024-11-19T00:00:00.000,2025-07-03T00:00:00.000
1965,IMAB,2025-06-02T00:00:00.000,2025-07-03T00:00:00.000
1968,IMCV,,2025-07-03T00:00:00.000
1974,IMMX,2023-11-22T00:00:00.000,2025-07-03T00:00:00.000
1977,IMOM,,2025-07-03T00:00:00.000
1980,IMPPP,,2025-07-03T00:00:00.000
1988,INAB,2024-10-08T00:00:00.000,2025-07-03T00:00:00.000
1996,INDH,,2025-07-03T00:00:00.000
1998,INDP,2023-08-21T00:00:00.000,2025-07-03T00:00:00.000
2000,INDY,,2025-07-03T00:00:00.000
2002,INFR,,2025-07-03T00:00:00.000
2005,INKT,2025-01-28T00:00:00.000,2025-07-03T00:00:00.000
2006,INLF,,2025-07-03T00:00:00.000
2012,INOD,2025-01-28T00:00:00.000,2025-07-03T00:00:00.000
2013,INRO,,2025-07-03T00:00:00.000
2020,INTJ,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2022,INTS,2024-02-23T00:00:00.000,2025-07-03T00:00:00.000
2023,INTU,,2025-07-03T00:00:00.000
2025,INTZ,2025-05-30T00:00:00.000,2025-07-03T00:00:00.000
2027,INVA,,2025-07-03T00:00:00.000
2039,IPA,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2044,IPKW,,2025-07-03T00:00:00.000
2047,IPW,2025-06-12T00:00:00.000,2025-07-03T00:00:00.000
2051,IQQQ,,2025-07-03T00:00:00.000
2056,IREN,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2060,IROHU,,2025-07-03T00:00:00.000
2062,IROQ,,2025-07-03T00:00:00.000
2066,ISHG,,2025-07-03T00:00:00.000
2067,ISHP,,2025-07-03T00:00:00.000
2068,ISPC,2024-05-21T00:00:00.000,2025-07-03T00:00:00.000
2071,ISPR,2023-10-17T00:00:00.000,2025-07-03T00:00:00.000
2073,ISRL,,2025-07-03T00:00:00.000
2074,ISRLU,,2025-07-03T00:00:00.000
2076,ISTB,,2025-07-03T00:00:00.000
2080,ITRI,,2025-07-03T00:00:00.000
2081,ITRM,2024-11-11T00:00:00.000,2025-07-03T00:00:00.000
2083,IUS,,2025-07-03T00:00:00.000
2084,IUSB,,2025-07-03T00:00:00.000
2085,IUSG,,2025-07-03T00:00:00.000
2086,IUSV,,2025-07-03T00:00:00.000
2088,IVAL,,2025-07-03T00:00:00.000
2090,IVEG,,2025-07-03T00:00:00.000
2091,IVF,2024-09-16T00:00:00.000,2025-07-03T00:00:00.000
2094,IWTR,,2025-07-03T00:00:00.000
2096,IXUS,,2025-07-03T00:00:00.000
2098,IZM,2024-03-18T00:00:00.000,2025-07-02T00:00:00.000
2099,JACK,,2025-07-03T00:00:00.000
2100,JAGX,2025-04-10T00:00:00.000,2025-07-03T00:00:00.000
2113,JDOC,,2025-07-03T00:00:00.000
2115,JEPQ,,2025-07-03T00:00:00.000
2116,JFB,,2025-07-03T00:00:00.000
2117,JFBR,2024-11-19T00:00:00.000,2025-07-03T00:00:00.000
2121,JGLO,,2025-07-03T00:00:00.000
2122,JIVE,,2025-07-03T00:00:00.000
2126,JMID,,2025-07-03T00:00:00.000
2129,JOYY,,2025-07-03T00:00:00.000
2130,JPEF,,2025-07-03T00:00:00.000
2131,JPY,,2025-07-03T00:00:00.000
2134,JSM,,2025-07-03T00:00:00.000
2135,JSMD,,2025-07-03T00:00:00.000
2136,JSML,,2025-07-03T00:00:00.000
2139,JTEK,,2025-07-03T00:00:00.000
2140,JUNS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2145,JXG,2025-01-07T00:00:00.000,2025-07-03T00:00:00.000
2148,JZ,,2025-07-03T00:00:00.000
2159,KBWP,,2025-07-03T00:00:00.000
2165,KEAT,,2025-07-03T00:00:00.000
2170,KFII,,2025-07-03T00:00:00.000
2171,KFIIU,,2025-07-03T00:00:00.000
2174,KHC,,2025-07-03T00:00:00.000
2183,KLTO,2025-06-09T00:00:00.000,2025-07-03T00:00:00.000
2186,KMB,,2025-07-03T00:00:00.000
2188,KMTS,,2025-07-03T00:00:00.000
2190,KNGZ,,2025-07-03T00:00:00.000
2201,KRMA,,2025-07-03T00:00:00.000
2205,KROP,,2025-07-03T00:00:00.000
2214,KTOS,,2025-07-03T00:00:00.000
2215,KTTA,,2025-07-03T00:00:00.000
2217,KVAC,,2025-07-03T00:00:00.000
2222,KYTX,2025-05-14T00:00:00.000,2025-07-03T00:00:00.000
2223,KZIA,2025-06-02T00:00:00.000,2025-07-02T00:00:00.000
2226,LAES,2025-05-15T00:00:00.000,2025-07-03T00:00:00.000
2231,LANDM,,2025-07-03T00:00:00.000
2232,LANDO,,2025-07-03T00:00:00.000
2233,LANDP,,2025-07-03T00:00:00.000
2235,LASE,2024-09-11T00:00:00.000,2025-07-03T00:00:00.000
2237,LAUR,,2025-07-03T00:00:00.000
2238,LAYS,2025-04-22T00:00:00.000,2025-07-03T00:00:00.000
2239,LAZR,,2025-07-03T00:00:00.000
2243,LBRDP,,2025-07-03T00:00:00.000
2248,LCFY,2025-05-29T00:00:00.000,2025-07-02T00:00:00.000
2252,LDEM,,2025-07-03T00:00:00.000
2253,LDSF,,2025-07-03T00:00:00.000
2261,LEGR,,2025-07-03T00:00:00.000
2264,LEXI,,2025-07-03T00:00:00.000
2267,LFMD,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
2268,LFMDP,,2025-07-03T00:00:00.000
2273,LFWD,2024-12-05T00:00:00.000,2025-07-03T00:00:00.000
2275,LGCF,,2025-07-03T00:00:00.000
2276,LGCL,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2281,LGRO,,2025-07-03T00:00:00.000
2285,LICN,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
2287,LIDRW,2025-05-30T00:00:00.000,2025-07-02T00:00:00.000
2288,LIEN,,2025-07-03T00:00:00.000
2292,LIN,,2025-07-03T00:00:00.000
2299,LITM,2024-12-24T00:00:00.000,2025-07-03T00:00:00.000
2301,LIVE,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
2305,LIXTW,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2309,LLYVK,,2025-07-03T00:00:00.000
2312,LMBS,,2025-07-03T00:00:00.000
2318,LNT,,2025-07-03T00:00:00.000
2322,LOAN,,2025-07-03T00:00:00.000
2326,LOKV,,2025-07-03T00:00:00.000
2327,LOKVU,,2025-07-03T00:00:00.000
2329,LOPE,,2025-07-03T00:00:00.000
2332,LPAA,,2025-07-03T00:00:00.000
2334,LPBB,,2025-07-03T00:00:00.000
2335,LPBBU,,2025-07-03T00:00:00.000
2340,LPTH,2024-12-10T00:00:00.000,2025-07-03T00:00:00.000
2347,LRGE,,2025-07-03T00:00:00.000
2350,LRND,,2025-07-03T00:00:00.000
2352,LSB,2024-08-29T00:00:00.000,2025-07-03T00:00:00.000
2359,LTBR,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
2362,LTRY,2025-05-20T00:00:00.000,2025-07-03T00:00:00.000
2363,LUCD,2025-01-30T00:00:00.000,2025-07-03T00:00:00.000
2367,LUNG,,2025-07-03T00:00:00.000
2368,LUNR,2025-04-22T00:00:00.000,2025-07-03T00:00:00.000
2369,LVHD,,2025-07-03T00:00:00.000
2370,LVLU,2024-04-25T00:00:00.000,2025-07-01T00:00:00.000
2372,LVRO,,2025-07-03T00:00:00.000
2378,LXEO,2025-05-12T00:00:00.000,2025-07-03T00:00:00.000
2379,LXRX,2025-04-04T00:00:00.000,2025-07-03T00:00:00.000
2385,LZMH,2025-05-20T00:00:00.000,2025-07-03T00:00:00.000
2387,MACI,,2025-07-03T00:00:00.000
2388,MACIU,,2025-07-03T00:00:00.000
2389,MAMA,,2025-07-03T00:00:00.000
2402,MAXI,2025-04-08T00:00:00.000,2025-07-03T00:00:00.000
2403,MAXN,2024-10-23T00:00:00.000,2025-07-03T00:00:00.000
2404,MAYA,,2025-07-03T00:00:00.000
2405,MAYAU,,2025-07-03T00:00:00.000
2407,MAZE,,2025-07-03T00:00:00.000
2408,MB,2025-07-03T00:00:00.000,2025-07-03T00:00:00.000
2409,MBAV,,2025-07-03T00:00:00.000
2410,MBAVU,,2025-07-03T00:00:00.000
2411,MBB,,2025-07-03T00:00:00.000
2415,MBINL,,2025-07-03T00:00:00.000
2419,MBLY,,2025-07-03T00:00:00.000
2420,MBNKP,,2025-07-03T00:00:00.000
2423,MBS,,2025-07-03T00:00:00.000
2426,MBX,2025-04-10T00:00:00.000,2025-07-03T00:00:00.000
2428,MCDS,,2025-07-03T00:00:00.000
2432,MCHPP,,2025-07-03T00:00:00.000
2435,MCRB,2025-06-05T00:00:00.000,2025-07-03T00:00:00.000
2438,MCTR,2025-05-06T00:00:00.000,2025-07-03T00:00:00.000
2441,MDAI,2025-06-02T00:00:00.000,2025-07-03T00:00:00.000
2446,MDIA,2024-07-18T00:00:00.000,2025-07-03T00:00:00.000
2447,MDIV,,2025-07-03T00:00:00.000
2454,MEDX,,2025-07-03T00:00:00.000
2455,MEGL,2025-04-08T00:00:00.000,2025-07-03T00:00:00.000
2458,MEMS,,2025-07-03T00:00:00.000
2463,META,,2025-07-03T00:00:00.000
2466,METCL,,2025-07-03T00:00:00.000
2467,METCZ,,2025-07-03T00:00:00.000
2469,METU,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
2474,MFLX,,2025-07-03T00:00:00.000
2475,MGEE,,2025-07-03T00:00:00.000
2478,MGNI,2025-04-16T00:00:00.000,2025-07-03T00:00:00.000
2481,MGRC,,2025-07-03T00:00:00.000
2482,MGRM,2024-03-13T00:00:00.000,2025-07-01T00:00:00.000
2490,MILN,,2025-07-03T00:00:00.000
2491,MIMI,,2025-07-03T00:00:00.000
2498,MKAM,,2025-07-03T00:00:00.000
2503,MKZR,,2025-07-03T00:00:00.000
2505,MLAC,,2025-07-03T00:00:00.000
2506,MLACU,,2025-07-03T00:00:00.000
2529,MNTS,2024-09-11T00:00:00.000,2025-07-03T00:00:00.000
2532,MOB,2025-05-27T00:00:00.000,2025-07-03T00:00:00.000
2535,MODD,2023-11-20T00:00:00.000,2025-07-03T00:00:00.000
2536,MODL,,2025-07-03T00:00:00.000
2537,MODV,2025-06-03T00:00:00.000,2025-07-03T00:00:00.000
2539,MOGO,2025-06-04T00:00:00.000,2025-07-02T00:00:00.000
2542,MOOD,,2025-07-03T00:00:00.000
2551,MRAM,,2025-07-03T00:00:00.000
2554,MRCY,,2025-07-03T00:00:00.000
2561,MRTN,,2025-07-03T00:00:00.000
2571,MSFL,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
2573,MSFU,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
2574,MSGM,2025-04-16T00:00:00.000,2025-07-03T00:00:00.000
2575,MSPR,2025-04-01T00:00:00.000,2025-07-02T00:00:00.000
2582,MTEK,2024-12-09T00:00:00.000,2025-07-03T00:00:00.000
2583,MTEN,2025-04-29T00:00:00.000,2025-07-03T00:00:00.000
2589,MTVA,2024-01-31T00:00:00.000,2025-07-03T00:00:00.000
2591,MUD,,2025-07-03T00:00:00.000
2592,MULL,2025-05-30T00:00:00.000,2025-07-01T00:00:00.000
2593,MULN,2024-04-22T00:00:00.000,2025-07-03T00:00:00.000
2598,MVLL,2025-06-26T00:00:00.000,2025-07-03T00:00:00.000
2600,MWYN,2025-06-30T00:00:00.000,2025-07-03T00:00:00.000
2603,MYCF,,2025-07-03T00:00:00.000
2604,MYCG,,2025-07-03T00:00:00.000
2605,MYCH,,2025-07-03T00:00:00.000
2606,MYCI,,2025-07-03T00:00:00.000
2607,MYCJ,,2025-07-03T00:00:00.000
2608,MYCK,,2025-07-03T00:00:00.000
2609,MYCL,,2025-07-03T00:00:00.000
2610,MYCM,,2025-07-03T00:00:00.000
2611,MYCN,,2025-07-03T00:00:00.000
2614,MYMF,,2025-07-03T00:00:00.000
2615,MYMG,,2025-07-03T00:00:00.000
2616,MYMH,,2025-07-03T00:00:00.000
2617,MYMI,,2025-07-03T00:00:00.000
2618,MYMJ,,2025-07-03T00:00:00.000
2619,MYNZ,2025-01-13T00:00:00.000,2025-07-03T00:00:00.000
2624,NAAS,2024-07-08T00:00:00.000,2025-07-03T00:00:00.000
2627,NAKA,2025-05-14T00:00:00.000,2025-07-03T00:00:00.000
2629,NAMMW,,2025-07-03T00:00:00.000
2633,NATH,,2025-07-03T00:00:00.000
2634,NATO,,2025-07-03T00:00:00.000
2640,NBIS,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
2647,NCIQ,,2025-07-03T00:00:00.000
2651,NCPB,,2025-07-03T00:00:00.000
2652,NCPL,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2655,NCT,,2025-07-03T00:00:00.000
2657,NDAA,,2025-07-03T00:00:00.000
2658,NDAQ,,2025-07-03T00:00:00.000
2667,NEON,2025-06-16T00:00:00.000,2025-07-03T00:00:00.000
2670,NERD,,2025-07-03T00:00:00.000
2673,NETD,,2025-07-03T00:00:00.000
2674,NETDU,,2025-07-03T00:00:00.000
2677,NEWTG,,2025-07-03T00:00:00.000
2678,NEWTH,,2025-07-03T00:00:00.000
2679,NEWTI,,2025-07-03T00:00:00.000
2680,NEWTZ,,2025-07-03T00:00:00.000
2681,NEWZ,,2025-07-03T00:00:00.000
2683,NEXT,,2025-07-03T00:00:00.000
2687,NFTY,,2025-07-03T00:00:00.000
2690,NGNE,2025-05-07T00:00:00.000,2025-07-03T00:00:00.000
2691,NHIC,,2025-07-03T00:00:00.000
2692,NHICU,,2025-07-03T00:00:00.000
2703,NIXT,,2025-07-03T00:00:00.000
2708,NLSP,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
2711,NMFCZ,,2025-07-03T00:00:00.000
2712,NMIH,,2025-07-03T00:00:00.000
2722,NODK,,2025-07-03T00:00:00.000
2723,NOEM,,2025-07-03T00:00:00.000
2724,NOEMU,,2025-07-03T00:00:00.000
2728,NPFI,,2025-07-03T00:00:00.000
2731,NRES,,2025-07-03T00:00:00.000
2735,NRXP,2025-05-12T00:00:00.000,2025-07-03T00:00:00.000
2736,NSCR,,2025-07-03T00:00:00.000
2737,NSI,,2025-07-03T00:00:00.000
2744,NTCL,2025-04-16T00:00:00.000,2025-07-03T00:00:00.000
2750,NTLA,,2025-07-03T00:00:00.000
2753,NTRB,2025-01-17T00:00:00.000,2025-07-03T00:00:00.000
2754,NTRBW,2025-06-03T00:00:00.000,2025-07-03T00:00:00.000
2757,NTRSO,,2025-07-03T00:00:00.000
2759,NTWO,,2025-07-03T00:00:00.000
2760,NTWOU,,2025-07-03T00:00:00.000
2762,NUSB,,2025-07-03T00:00:00.000
2763,NUTX,2025-04-07T00:00:00.000,2025-07-03T00:00:00.000
2770,NVD,2024-07-10T00:00:00.000,2025-07-03T00:00:00.000
2775,NVDS,,2025-07-03T00:00:00.000
2780,NVMI,,2025-07-03T00:00:00.000
2786,NWBI,,2025-07-03T00:00:00.000
2787,NWE,,2025-07-03T00:00:00.000
2795,NWTN,2025-05-14T00:00:00.000,2025-07-03T00:00:00.000
2797,NXL,2024-10-31T00:00:00.000,2025-07-03T00:00:00.000
2800,NXST,,2025-07-03T00:00:00.000
2801,NXT,,2025-07-03T00:00:00.000
2803,NXTG,,2025-07-03T00:00:00.000
2808,NYMTG,,2025-07-03T00:00:00.000
2809,NYMTI,,2025-07-03T00:00:00.000
2810,NYMTL,,2025-07-03T00:00:00.000
2811,NYMTM,,2025-07-03T00:00:00.000
2812,NYMTN,,2025-07-03T00:00:00.000
2815,NZAC,,2025-07-03T00:00:00.000
2816,NZUS,,2025-07-03T00:00:00.000
2818,OACC,,2025-07-03T00:00:00.000
2820,OAKU,,2025-07-03T00:00:00.000
2822,OAKUU,,2025-07-03T00:00:00.000
2823,OBIL,,2025-07-03T00:00:00.000
2829,OCCIM,,2025-07-03T00:00:00.000
2830,OCCIN,,2025-07-03T00:00:00.000
2831,OCCIO,,2025-07-03T00:00:00.000
2840,ODDS,,2025-07-03T00:00:00.000
2847,OFS,,2025-07-03T00:00:00.000
2848,OFSSH,,2025-07-03T00:00:00.000
2852,OKYO,2025-05-16T00:00:00.000,2025-07-03T00:00:00.000
2853,OLB,2025-05-13T00:00:00.000,2025-07-03T00:00:00.000
2862,OMER,2024-11-20T00:00:00.000,2025-07-03T00:00:00.000
2871,ONCY,2025-06-16T00:00:00.000,2025-07-03T00:00:00.000
2872,ONDS,2025-05-29T00:00:00.000,2025-07-03T00:00:00.000
2874,ONEQ,,2025-07-03T00:00:00.000
2878,OOQB,,2025-07-03T00:00:00.000
2879,OOSB,,2025-07-03T00:00:00.000
2881,OPAL,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
2888,OPRA,2023-05-05T00:00:00.000,2025-07-02T00:00:00.000
2893,OPTZ,,2025-07-03T00:00:00.000
2897,ORGO,2025-02-25T00:00:00.000,2025-07-03T00:00:00.000
2899,ORIS,,2025-07-03T00:00:00.000
2902,ORLY,,2025-07-03T00:00:00.000
2904,ORR,,2025-07-03T00:00:00.000
2911,OSS,2025-05-20T00:00:00.000,2025-07-03T00:00:00.000
2912,OST,2025-07-03T00:00:00.000,2025-07-03T00:00:00.000
2920,OUST,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
2925,OXLC,,2025-07-03T00:00:00.000
2926,OXLCG,,2025-07-03T00:00:00.000
2927,OXLCI,,2025-07-03T00:00:00.000
2928,OXLCL,,2025-07-03T00:00:00.000
2929,OXLCN,,2025-07-03T00:00:00.000
2930,OXLCO,,2025-07-03T00:00:00.000
2931,OXLCP,,2025-07-03T00:00:00.000
2932,OXLCZ,,2025-07-03T00:00:00.000
2933,OXSQ,,2025-07-03T00:00:00.000
2934,OXSQG,,2025-07-03T00:00:00.000
2935,OXSQZ,,2025-07-03T00:00:00.000
2936,OZEM,,2025-07-03T00:00:00.000
2940,PABD,,2025-07-03T00:00:00.000
2941,PABU,,2025-07-03T00:00:00.000
2944,PAHC,,2025-07-03T00:00:00.000
2946,PALD,,2025-07-03T00:00:00.000
2948,PALU,,2025-07-03T00:00:00.000
2950,PANG,,2025-07-03T00:00:00.000
2957,PATN,,2025-07-03T00:00:00.000
2963,PAYX,,2025-07-03T00:00:00.000
2964,PBBK,,2025-07-03T00:00:00.000
2969,PBQQ,,2025-07-03T00:00:00.000
2975,PCLA,2025-06-05T00:00:00.000,2025-07-03T00:00:00.000
2976,PCMM,,2025-07-03T00:00:00.000
2979,PCSC,,2025-07-03T00:00:00.000
2985,PDBA,,2025-07-03T00:00:00.000
2986,PDBC,,2025-07-03T00:00:00.000
2996,PECO,,2025-07-03T00:00:00.000
2997,PEGA,,2025-07-03T00:00:00.000
3000,PEP,,2025-07-03T00:00:00.000
3007,PEY,,2025-07-03T00:00:00.000
3009,PFAI,,2025-07-03T00:00:00.000
3011,PFF,,2025-07-03T00:00:00.000
3015,PFM,,2025-07-03T00:00:00.000
3016,PFX,,2025-07-03T00:00:00.000
3017,PFXNZ,,2025-07-03T00:00:00.000
3025,PHH,2025-06-10T00:00:00.000,2025-07-03T00:00:00.000
3026,PHIO,2025-05-08T00:00:00.000,2025-07-03T00:00:00.000
3028,PHO,,2025-07-03T00:00:00.000
3032,PID,,2025-07-03T00:00:00.000
3036,PIO,,2025-07-03T00:00:00.000
3037,PIZ,,2025-07-03T00:00:00.000
3040,PKW,,2025-07-03T00:00:00.000
3047,PLMK,,2025-07-03T00:00:00.000
3048,PLMKU,,2025-07-03T00:00:00.000
