,Ticker,Last Long Signal,Last Short Signal
605,BSMV,,2025-07-03T00:00:00.000
606,BSMW,,2025-07-03T00:00:00.000
607,BSMY,,2025-07-03T00:00:00.000
609,BSSX,,2025-07-03T00:00:00.000
611,BSVO,,2025-07-03T00:00:00.000
613,BTAI,2025-05-28T00:00:00.000,2025-07-03T00:00:00.000
617,BTCT,2024-12-23T00:00:00.000,2025-07-03T00:00:00.000
618,BTDR,2025-04-22T00:00:00.000,2025-07-03T00:00:00.000
628,BUFC,,2025-07-03T00:00:00.000
629,BUFI,,2025-07-03T00:00:00.000
630,BUFM,,2025-07-03T00:00:00.000
631,BUG,,2025-07-03T00:00:00.000
634,BULLW,2025-05-01T00:00:00.000,2025-07-03T00:00:00.000
646,BYND,2024-01-31T00:00:00.000,2025-07-03T00:00:00.000
647,BYRN,2024-08-27T00:00:00.000,2025-07-03T00:00:00.000
648,BYSI,2025-05-22T00:00:00.000,2025-07-03T00:00:00.000
649,BZ,,2025-07-03T00:00:00.000
653,CA,,2025-07-03T00:00:00.000
655,CABA,2025-05-12T00:00:00.000,2025-07-02T00:00:00.000
659,CAFG,,2025-07-03T00:00:00.000
662,CALI,,2025-07-03T00:00:00.000
664,CAMP,,2025-07-03T00:00:00.000
668,CANQ,,2025-07-03T00:00:00.000
669,CAPN,,2025-07-03T00:00:00.000
672,CAPS,,2025-07-03T00:00:00.000
677,CARM,2025-06-10T00:00:00.000,2025-07-03T00:00:00.000
680,CARY,,2025-07-03T00:00:00.000
681,CARZ,,2025-07-02T00:00:00.000
686,CASY,,2025-07-03T00:00:00.000
687,CATH,,2025-07-03T00:00:00.000
694,CBRL,,2025-07-03T00:00:00.000
695,CBSH,,2025-07-03T00:00:00.000
697,CCAP,,2025-07-03T00:00:00.000
702,CCD,,2025-07-03T00:00:00.000
704,CCEP,,2025-07-03T00:00:00.000
709,CCIX,,2025-07-03T00:00:00.000
710,CCIXU,,2025-07-03T00:00:00.000
715,CCNR,,2025-07-03T00:00:00.000
718,CCSB,,2025-07-03T00:00:00.000
720,CCSO,,2025-07-03T00:00:00.000
722,CDC,,2025-07-03T00:00:00.000
723,CDIO,2024-12-05T00:00:00.000,2025-07-03T00:00:00.000
724,CDL,,2025-07-03T00:00:00.000
731,CDTX,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
737,CEFA,,2025-07-03T00:00:00.000
738,CEG,2024-09-06T00:00:00.000,2025-07-03T00:00:00.000
739,CELC,,2025-07-03T00:00:00.000
749,CEPO,,2025-07-03T00:00:00.000
750,CERO,2025-05-19T00:00:00.000,2025-07-03T00:00:00.000
754,CETY,2024-03-21T00:00:00.000,2025-07-03T00:00:00.000
756,CFA,,2025-07-03T00:00:00.000
761,CFO,,2025-07-03T00:00:00.000
766,CGBDL,,2025-07-03T00:00:00.000
773,CGO,,2025-07-03T00:00:00.000
778,CHAR,,2025-07-03T00:00:00.000
781,CHCO,,2025-07-03T00:00:00.000
785,CHI,,2025-07-03T00:00:00.000
794,CHSCL,,2025-07-03T00:00:00.000
795,CHSCM,,2025-07-03T00:00:00.000
796,CHSCN,,2025-07-03T00:00:00.000
797,CHSCO,,2025-07-03T00:00:00.000
798,CHSCP,,2025-07-03T00:00:00.000
803,CHY,,2025-07-03T00:00:00.000
804,CIBR,,2025-07-03T00:00:00.000
807,CIGL,2025-06-23T00:00:00.000,2025-07-03T00:00:00.000
809,CIL,,2025-07-03T00:00:00.000
815,CJET,2025-03-17T00:00:00.000,2025-07-03T00:00:00.000
822,CLGN,2025-04-30T00:00:00.000,2025-07-03T00:00:00.000
823,CLIK,2025-05-13T00:00:00.000,2025-07-03T00:00:00.000
830,CLOA,,2025-07-03T00:00:00.000
831,CLOD,,2025-07-03T00:00:00.000
837,CLRO,2025-06-26T00:00:00.000,2025-07-03T00:00:00.000
840,CLSM,,2025-07-03T00:00:00.000
846,CMCSA,,2025-07-03T00:00:00.000
847,CMCT,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
848,CME,,2025-07-03T00:00:00.000
851,CMPO,,2025-07-03T00:00:00.000
854,CMPX,2025-01-14T00:00:00.000,2025-07-03T00:00:00.000
869,CNVS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
871,CNXN,,2025-07-03T00:00:00.000
880,COHU,,2025-07-03T00:00:00.000
882,COIN,2024-11-05T00:00:00.000,2025-07-03T00:00:00.000
884,COLA,,2025-07-03T00:00:00.000
889,COMM,2025-04-30T00:00:00.000,2025-07-03T00:00:00.000
890,COMT,,2025-07-03T00:00:00.000
891,CONI,,2025-07-03T00:00:00.000
898,CORO,,2025-07-03T00:00:00.000
900,CORZ,2025-05-30T00:00:00.000,2025-07-03T00:00:00.000
903,COWG,,2025-07-03T00:00:00.000
904,COWS,,2025-07-03T00:00:00.000
907,CPBI,,2025-07-03T00:00:00.000
910,CPLS,,2025-07-03T00:00:00.000
916,CPZ,,2025-07-03T00:00:00.000
921,CRDF,2024-12-09T00:00:00.000,2025-07-03T00:00:00.000
923,CRDO,2025-05-06T00:00:00.000,2025-07-03T00:00:00.000
933,CRML,2025-06-13T00:00:00.000,2025-07-03T00:00:00.000
943,CRUS,,2025-07-02T00:00:00.000
950,CRWV,2025-05-23T00:00:00.000,2025-07-03T00:00:00.000
952,CSB,,2025-07-03T00:00:00.000
955,CSCO,,2025-07-03T00:00:00.000
960,CSQ,,2025-07-03T00:00:00.000
964,CSWCZ,,2025-07-03T00:00:00.000
965,CSX,,2025-07-03T00:00:00.000
966,CTAS,,2025-07-03T00:00:00.000
967,CTBI,,2025-07-03T00:00:00.000
970,CTLP,,2025-07-03T00:00:00.000
971,CTMX,2025-05-09T00:00:00.000,2025-07-03T00:00:00.000
976,CTRN,2024-11-18T00:00:00.000,2025-07-03T00:00:00.000
978,CTSO,2024-07-01T00:00:00.000,2025-07-01T00:00:00.000
979,CTXR,2025-06-06T00:00:00.000,2025-07-03T00:00:00.000
980,CUB,,2025-07-03T00:00:00.000
984,CUPR,,2025-07-03T00:00:00.000
990,CVGI,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
999,CWST,,2025-07-03T00:00:00.000
1004,CYCC,2025-04-07T00:00:00.000,2025-07-03T00:00:00.000
1008,CYN,2025-06-26T00:00:00.000,2025-07-03T00:00:00.000
1011,CZAR,,2025-07-03T00:00:00.000
1016,DAIO,,2025-07-03T00:00:00.000
1017,DAKT,,2025-07-02T00:00:00.000
1018,DALI,,2025-07-03T00:00:00.000
1021,DARE,2024-05-09T00:00:00.000,2025-07-03T00:00:00.000
1027,DAX,,2025-07-03T00:00:00.000
1028,DBVT,2025-03-27T00:00:00.000,2025-07-03T00:00:00.000
1033,DCOMG,,2025-07-03T00:00:00.000
1037,DDIV,,2025-07-03T00:00:00.000
1041,DEMZ,,2025-07-03T00:00:00.000
1044,DEVS,2025-05-06T00:00:00.000,2025-07-03T00:00:00.000
1046,DFGP,,2025-07-03T00:00:00.000
1047,DFGX,,2025-07-03T00:00:00.000
1048,DFLI,2024-04-16T00:00:00.000,2025-07-03T00:00:00.000
1049,DFSC,2025-06-03T00:00:00.000,2025-07-03T00:00:00.000
1050,DGCB,,2025-07-03T00:00:00.000
1051,DGICA,,2025-07-03T00:00:00.000
1056,DGRE,,2025-07-03T00:00:00.000
1057,DGRS,,2025-07-03T00:00:00.000
1058,DGRW,,2025-07-03T00:00:00.000
1059,DGXX,2025-06-05T00:00:00.000,2025-07-03T00:00:00.000
1062,DHC,2023-11-29T00:00:00.000,2025-07-01T00:00:00.000
1067,DIST,2025-06-09T00:00:00.000,2025-07-02T00:00:00.000
1068,DIVD,,2025-07-03T00:00:00.000
1079,DMAA,,2025-07-03T00:00:00.000
1080,DMAAU,,2025-07-03T00:00:00.000
1083,DMLP,,2025-07-03T00:00:00.000
1085,DMXF,,2025-07-03T00:00:00.000
1095,DOX,,2025-07-03T00:00:00.000
1100,DRDB,,2025-07-03T00:00:00.000
1101,DRDBU,,2025-07-03T00:00:00.000
1120,DTSQ,,2025-07-03T00:00:00.000
1124,DUKH,,2025-07-03T00:00:00.000
1125,DUKX,,2025-07-03T00:00:00.000
1126,DUO,2024-09-25T00:00:00.000,2025-07-03T00:00:00.000
1129,DVAL,,2025-07-03T00:00:00.000
1132,DVLU,,2025-07-03T00:00:00.000
1133,DVOL,,2025-07-03T00:00:00.000
1135,DVSP,,2025-07-03T00:00:00.000
1136,DVY,,2025-07-03T00:00:00.000
1138,DWAW,,2025-07-03T00:00:00.000
1142,DWUS,,2025-07-03T00:00:00.000
1144,DXJS,,2025-07-03T00:00:00.000
1150,DYCQ,,2025-07-03T00:00:00.000
1152,DYFI,,2025-07-03T00:00:00.000
1154,DYNX,,2025-07-03T00:00:00.000
1155,DYNXU,,2025-07-03T00:00:00.000
1156,DYTA,,2025-07-03T00:00:00.000
1160,EBI,,2025-07-03T00:00:00.000
1161,EBIZ,,2025-07-03T00:00:00.000
1168,ECOW,,2025-07-03T00:00:00.000
1170,ECX,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1172,EDBL,2025-05-05T00:00:00.000,2025-07-03T00:00:00.000
1173,EDHL,,2025-07-03T00:00:00.000
1174,EDIT,2025-01-21T00:00:00.000,2025-07-03T00:00:00.000
1180,EEIQ,2023-11-27T00:00:00.000,2025-07-03T00:00:00.000
1181,EEMA,,2025-07-03T00:00:00.000
1182,EFAS,,2025-07-03T00:00:00.000
1183,EFOI,2025-02-14T00:00:00.000,2025-07-03T00:00:00.000
1184,EFRA,,2025-07-03T00:00:00.000
1187,EFSI,,2025-07-03T00:00:00.000
1190,EGGQ,,2025-07-03T00:00:00.000
1194,EHLD,,2025-07-03T00:00:00.000
1198,EKG,,2025-07-03T00:00:00.000
1199,EKSO,2023-12-15T00:00:00.000,2025-07-03T00:00:00.000
1204,ELFY,,2025-07-03T00:00:00.000
1206,ELIS,,2025-07-03T00:00:00.000
1207,ELPW,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
1208,ELSE,,2025-07-03T00:00:00.000
1214,ELWS,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1216,EMB,,2025-07-03T00:00:00.000
1218,EMCB,,2025-07-03T00:00:00.000
1219,EMCG,,2025-07-03T00:00:00.000
1221,EMEQ,,2025-07-03T00:00:00.000
1222,EMIF,,2025-07-03T00:00:00.000
1224,EMXC,,2025-07-03T00:00:00.000
1225,EMXF,,2025-07-03T00:00:00.000
1226,ENDW,,2025-07-03T00:00:00.000
1227,ENGN,2024-09-26T00:00:00.000,2025-07-03T00:00:00.000
1228,ENGS,,2025-07-03T00:00:00.000
1230,ENLV,2023-12-19T00:00:00.000,2025-07-03T00:00:00.000
1233,ENSG,,2025-07-03T00:00:00.000
1234,ENTA,2025-01-27T00:00:00.000,2025-07-03T00:00:00.000
1240,ENZL,,2025-07-03T00:00:00.000
1246,EPRX,,2025-07-03T00:00:00.000
1247,EPSM,2025-06-30T00:00:00.000,2025-07-03T00:00:00.000
1254,ERET,,2025-07-03T00:00:00.000
1259,ERNZ,,2025-07-03T00:00:00.000
1262,ESGD,,2025-07-03T00:00:00.000
1263,ESGE,,2025-07-03T00:00:00.000
1265,ESGR,,2025-07-01T00:00:00.000
1268,ESGU,,2025-07-03T00:00:00.000
1269,ESHA,,2025-07-03T00:00:00.000
1271,ESLT,,2025-07-03T00:00:00.000
1272,ESMV,,2025-07-03T00:00:00.000
1273,ESN,,2025-07-03T00:00:00.000
1275,ESPO,,2025-07-03T00:00:00.000
1279,ESTA,2023-12-20T00:00:00.000,2025-07-02T00:00:00.000
1287,EUFN,,2025-07-03T00:00:00.000
1288,EURK,,2025-07-03T00:00:00.000
1289,EURKU,,2025-07-03T00:00:00.000
1294,EVGO,2025-06-25T00:00:00.000,2025-07-03T00:00:00.000
1297,EVMT,,2025-07-03T00:00:00.000
1300,EVRG,,2025-07-03T00:00:00.000
1301,EVSD,,2025-07-03T00:00:00.000
1303,EVYM,,2025-07-03T00:00:00.000
1306,EWJV,,2025-07-03T00:00:00.000
1310,EXC,,2025-07-03T00:00:00.000
1311,EXE,,2025-07-03T00:00:00.000
1315,EXEL,,2025-07-03T00:00:00.000
1316,EXFY,2024-11-07T00:00:00.000,2025-07-03T00:00:00.000
1317,EXLS,,2025-07-03T00:00:00.000
1324,EYEG,,2025-07-03T00:00:00.000
1325,EYEN,2025-06-04T00:00:00.000,2025-07-03T00:00:00.000
1330,FAAR,,2025-07-03T00:00:00.000
1331,FAAS,2025-05-19T00:00:00.000,2025-07-03T00:00:00.000
1332,FAB,,2025-07-03T00:00:00.000
1333,FACT,,2025-07-03T00:00:00.000
1334,FACTU,,2025-07-03T00:00:00.000
1335,FAD,,2025-07-03T00:00:00.000
1336,FALN,,2025-07-03T00:00:00.000
1341,FAST,,2025-07-03T00:00:00.000
1345,FATE,2025-04-03T00:00:00.000,2025-07-02T00:00:00.000
1351,FBL,2025-04-21T00:00:00.000,2025-07-03T00:00:00.000
1352,FBLA,,2025-07-03T00:00:00.000
1353,FBLG,2024-09-04T00:00:00.000,2025-07-03T00:00:00.000
1358,FBZ,,2025-07-03T00:00:00.000
1360,FCAL,,2025-07-03T00:00:00.000
1364,FCEF,,2025-07-03T00:00:00.000
1365,FCEL,2025-05-16T00:00:00.000,2025-07-03T00:00:00.000
1366,FCFS,,2025-07-03T00:00:00.000
1369,FCNCP,,2025-07-03T00:00:00.000
1370,FCTE,,2025-07-03T00:00:00.000
1371,FCUV,2024-12-31T00:00:00.000,2025-07-03T00:00:00.000
1372,FCVT,,2025-07-03T00:00:00.000
1374,FDCF,,2025-07-03T00:00:00.000
1375,FDFF,,2025-07-03T00:00:00.000
1376,FDIF,,2025-07-03T00:00:00.000
1377,FDIG,2023-11-28T00:00:00.000,2025-07-03T00:00:00.000
1378,FDIV,,2025-07-03T00:00:00.000
1381,FDSB,,2025-07-03T00:00:00.000
1382,FDT,,2025-07-03T00:00:00.000
1383,FDTS,,2025-07-03T00:00:00.000
1391,FEM,,2025-07-03T00:00:00.000
1392,FEMB,,2025-07-03T00:00:00.000
1393,FEMS,,2025-07-03T00:00:00.000
1396,FEP,,2025-07-03T00:00:00.000
1397,FEPI,,2025-07-03T00:00:00.000
1399,FERA,,2025-07-03T00:00:00.000
1400,FERAU,,2025-07-03T00:00:00.000
1401,FEUZ,,2025-07-03T00:00:00.000
1402,FEX,,2025-07-03T00:00:00.000
1403,FFAI,2024-12-06T00:00:00.000,2025-07-03T00:00:00.000
1414,FGL,,2025-07-03T00:00:00.000
1415,FGM,,2025-07-03T00:00:00.000
1416,FGMC,,2025-07-03T00:00:00.000
1417,FGMCU,,2025-07-03T00:00:00.000
1421,FICS,,2025-07-03T00:00:00.000
1422,FID,,2025-07-03T00:00:00.000
1429,FITBI,,2025-07-03T00:00:00.000
1431,FITBP,,2025-07-03T00:00:00.000
1435,FIXD,,2025-07-03T00:00:00.000
1436,FIZZ,,2025-07-03T00:00:00.000
1437,FJP,,2025-07-03T00:00:00.000
1438,FKU,,2025-07-03T00:00:00.000
1441,FLDB,,2025-07-03T00:00:00.000
1442,FLEX,,2025-07-03T00:00:00.000
1446,FLN,,2025-07-03T00:00:00.000
1449,FLUX,2025-02-27T00:00:00.000,2025-07-03T00:00:00.000
1453,FLYE,2025-06-02T00:00:00.000,2025-07-03T00:00:00.000
1456,FMB,,2025-07-03T00:00:00.000
1458,FMED,,2025-07-03T00:00:00.000
1460,FMHI,,2025-07-03T00:00:00.000
1462,FMST,2025-05-15T00:00:00.000,2025-07-03T00:00:00.000
1463,FMTM,,2025-07-03T00:00:00.000
1464,FMUB,,2025-07-03T00:00:00.000
1465,FMUN,,2025-07-03T00:00:00.000
1467,FNK,,2025-07-03T00:00:00.000
1472,FNX,,2025-07-03T00:00:00.000
1473,FNY,,2025-07-03T00:00:00.000
1478,FORL,,2025-07-03T00:00:00.000
1479,FORLU,,2025-07-03T00:00:00.000
1483,FOSL,2025-04-28T00:00:00.000,2025-07-03T00:00:00.000
1485,FOX,,2025-07-03T00:00:00.000
1486,FOXA,,2025-07-03T00:00:00.000
1489,FPA,,2025-07-03T00:00:00.000
1491,FPXE,,2025-07-03T00:00:00.000
1492,FPXI,,2025-07-03T00:00:00.000
1496,FRGT,2025-04-08T00:00:00.000,2025-07-03T00:00:00.000
1499,FRMEP,,2025-07-03T00:00:00.000
1501,FRPH,,2025-07-03T00:00:00.000
1508,FSCS,,2025-07-03T00:00:00.000
1511,FSGS,,2025-07-03T00:00:00.000
1512,FSHP,,2025-07-03T00:00:00.000
1513,FSHPU,,2025-07-03T00:00:00.000
1517,FSV,,2025-07-03T00:00:00.000
1518,FSZ,,2025-07-03T00:00:00.000
1519,FTA,,2025-07-03T00:00:00.000
1520,FTAG,,2025-07-03T00:00:00.000
1522,FTAIM,,2025-07-03T00:00:00.000
1523,FTAIN,,2025-07-03T00:00:00.000
1524,FTC,,2025-07-03T00:00:00.000
1526,FTCS,,2025-07-03T00:00:00.000
1528,FTDS,,2025-07-03T00:00:00.000
1532,FTGC,,2025-07-03T00:00:00.000
1533,FTGS,,2025-07-03T00:00:00.000
1534,FTHI,,2025-07-03T00:00:00.000
1538,FTQI,,2025-07-03T00:00:00.000
1540,FTRI,,2025-07-03T00:00:00.000
1541,FTSL,,2025-07-03T00:00:00.000
1542,FTSM,,2025-07-03T00:00:00.000
1543,FTXG,,2025-07-03T00:00:00.000
1548,FTXR,,2025-07-03T00:00:00.000
1554,FUND,,2025-07-03T00:00:00.000
